place;name;location;date;wiki;lat;lon;abstract;photo
http://dbpedia.org/resource/Castle_Kilbride;Castle Kilbride;Municipalité régionale de Waterloo;1877;http://en.wikipedia.org/wiki/Castle_Kilbride;43.4042;-80.6714;Castle Kilbride, situé à (en) dans la municipalité régionale de Waterloo en Ontario, est l'ancienne résidence de (en) (1838 – 1920), homme d'affaires et personnalité politique canadienne. Construit en 1877, Castle Kilbride a été désigné lieu historique national en 1993. Le nom vient du lieu de naissance de Livingston en Écosse, East Kilbride.;http://commons.wikimedia.org/wiki/Special:FilePath/Castle_Kilbride_in_Baden_Ontario_2007.jpg?width=300
http://dbpedia.org/resource/Castle_of_Aguas_Mansas;Castle of Aguas Mansas;Agoncillo;13ème siècle;http://en.wikipedia.org/wiki/Castle_of_Aguas_Mansas;42.4461;-2.29139;Le château d'Aguas Mansas est un château située dans la municipalité d'Agoncillo, dans la communauté autonome de La Rioja en Espagne. Sa construction remonte aux XIIIe et XIVe siècles. Il possède un plan rectangulaire avec quatre tours carrées dans les coins. Les murs et les tours sont couronnées de mâchicoulis. La croix de l'Ordre de Calatrava apparaît au-dessus du portail de la façade orientale comme signe d'appartenance à cet ordre. Ses dépendances restaurées accueillent aujourd'hui les bureaux de la mairie.;http://commons.wikimedia.org/wiki/Special:FilePath/Agoncillo_-_Castillo_de_Aguas_Mansas_5.jpg?width=300
http://dbpedia.org/resource/Castle_of_Matrera;Castle of Matrera;Villamartín;9ème siècle;http://en.wikipedia.org/wiki/Castle_of_Matrera;36.8073;-5.56562;Le château de Matrera est un château qui se situe à Villamartín, en Espagne.;http://commons.wikimedia.org/wiki/Special:FilePath/Castle_of_Matrera_after_reconstruction.jpg?width=300
http://dbpedia.org/resource/Ciudad_Real_Cathedral;Cathedral of Ciudad Real;Province de Ciudad Real;15ème siècle;http://en.wikipedia.org/wiki/Ciudad_Real_Cathedral;38.9863;-3.93096;La cathédrale de Notre-Dame du Prado est le principal lieu de culte catholique de la ville de Ciudad Real, dans la province espagnole de Castille-La Manche.;http://commons.wikimedia.org/wiki/Special:FilePath/Ciudad_Real_-_Catedral_de_Nuestra_Señora_del_Prado_1.jpg?width=300
http://dbpedia.org/resource/Cathedral_of_María_Inmaculada_of_Vitoria;Cathedral of María Inmaculada of Vitoria;Vitoria-Gasteiz;1907;http://en.wikipedia.org/wiki/Cathedral_of_María_Inmaculada_of_Vitoria;42.8454;-2.67756;"La cathédrale Sainte-Marie immaculée (Catedral de María Inmaculada ou Catedral Nueva en espagnol) de Vitoria-Gasteiz (Pays basque, Espagne) est une église catholique située dans le centre du quartier de Lovaina de la capitale alavaise. Construite en style néogothique dans la première moitié du XXe siècle, son invocation précise est Marie Immaculée, Mère de l'église, bien qu'elle soit populairement connue comme la Catedral Nueva (nouvelle cathédrale), formule employée pour la distinguer de la plus ancienne de Santa María, une église gothique des XIIIe et XIVe siècles édifiée dans la partie haute de la ville, et plus connue comme la Catedral Vieja (vieille cathédrale). Le culte régulier se déroule dans la crypte de la cathédrale, sous la ""girola"", cet espace fonctionnant comme paroisse homonyme. L'église, qui compte parmi les plus volumineuses d'Espagne, est une des dernières grandes cathédrales érigées dans le pays, bien qu'il s'agisse d'une construction incomplète, puisque le manque de financement a laissé une série d'éléments architecturaux sans finition et qui donnent lieu à une cathédrale de schéma très vertical, au lieu de l'horizontalité résultant de l'inaccomplissement du projet original, et avec une décoration beaucoup plus rechargée. Sa principale valeur est due à la richesse de ses sculptures, correspondant souvent au style moderniste, qui ornent les pans des nefs et l'abside en extérieur, ainsi que les voûtes de la ""girola"", le ""transcoeur"" et la crypte à l'intérieur.";http://commons.wikimedia.org/wiki/Special:FilePath/Cathedral_of_María_Inmaculada.jpg?width=300
http://dbpedia.org/resource/Trogir_Cathedral;Cathedral of St. Lawrence;Trogir;13ème siècle;http://en.wikipedia.org/wiki/Trogir_Cathedral;43.5171;16.2514;La cathédrale Saint-Laurent (en croate : Katedrala Sv. Lovre) située à Trogir en Croatie est une église catholique composée de trois nefs construite dans le style roman et gothique. Elle fait partie du cœur historique de la ville de Togir qui est classée au patrimoine mondial depuis 1997.;http://commons.wikimedia.org/wiki/Special:FilePath/Trogir_cathedral_007.jpg?width=300
http://dbpedia.org/resource/Cave_and_Basin_National_Historic_Site;Cave and Basin National Historic Site;Alberta;1916;http://en.wikipedia.org/wiki/Cave_and_Basin_National_Historic_Site;51.1683;-115.591;Cave and Basin est un lieu historique national du Canada est situé dans la ville de Banff, en Alberta, sur le site de sources sulfureuses naturelles autour de laquelle le parc national de Banff a été créé. James Hector de l'Expédition Palliser en 1859 est le premier à signaler ces sources thermales.Trois ouvriers travaillant pour le Chemin de fer Canadien Pacifique en 1883 ainsi que d'autres requérants, se disputent obtenir pour les droits de propriété des sources thermales. Une enquête du tribunal gouvernemental suivit et le gouvernement du Canada dirigé par le Premier ministre John A. Macdonald décide de transformer en réserve et zones protégées les 26 kilomètres carrés englobant toutes les sources minérales thermales. Aujourd'hui, Cave and Basin est reconnu à juste titre comme le berceau des parcs nationaux du Canada. Les sources chaudes de Cave and Basin sont également un habitat riche. Des bactéries, des algues, des petits poissons et des insectes prospèrent dans les eaux thermales. On peut y voir également des orchidées. C'est aussi l'habitat de la physe des fontaines de Banff (Physella johnsoni), une espèce d'escargot menacée d'extinction.;http://commons.wikimedia.org/wiki/Special:FilePath/Cave_and_Bassin_Banff-Alberta-_Kim_Payant.jpg?width=300
http://dbpedia.org/resource/Central_Experimental_Farm;Central Experimental Farm;Ontario;1886;http://en.wikipedia.org/wiki/Central_Experimental_Farm;45.3825;-75.7137;La Ferme expérimentale centrale (Central Experimental Farm - CEF) est un ensemble de structures et de bâtiments agricoles situés dans la banlieue sud d'Ottawa. C'est un centre de recherche de l'Agriculture et Agroalimentaire Canada (AAC), ministère de l'agriculture et de l'agroalimentaire du gouvernement du Canada. Le site, d'une superficie de plus de 400 hectares, a été créé en 1886 et reconnu lieu historique national du Canada en 1997.;http://commons.wikimedia.org/wiki/Special:FilePath/Central_Expmtl_Farm_Ottawa.jpg?width=300
http://dbpedia.org/resource/Champlain_Canal;Champlain Canal;Comté de Rensselaer;1823;http://en.wikipedia.org/wiki/Champlain_Canal;43.4419;-73.4467;Le canal Champlain (Champlain Canal) est un canal de 97 kilomètres (60 miles) qui relie l'extrémité sud du lac Champlain et le fleuve Hudson dans l'État de New York aux États-Unis. Il a été construit dans le but d'alimenter le canal Érié et il fait aujourd'hui partie du réseau de canaux de l'État de New York (New York State Canal System). Conçu en 1812, le canal Champlain a été construit entre 1817 et 1823, année de son inauguration. Il tire son nom de Samuel de Champlain, fondateur de la ville de Québec.;http://commons.wikimedia.org/wiki/Special:FilePath/Champlain_Canal_1980s.jpg?width=300
http://dbpedia.org/resource/Charles_Connell_House;Charles Connell House;Nouveau-Brunswick;environ 1839;http://en.wikipedia.org/wiki/Charles_Connell_House;46.1511;-67.5751;La maison Charles-Connell est une maison de style renaissance grecque située à Woodstock au Nouveau-Brunswick (Canada). Elle a été la résidence de Charles Connell (1810-1873). Elle a été désignée lieu historique national du Canada en 1975 et désignée lieu historique local en 2005.;http://commons.wikimedia.org/wiki/Special:FilePath/ConnellHouse2.jpg?width=300
http://dbpedia.org/resource/Chartwell;Chartwell;Kent;1923;http://en.wikipedia.org/wiki/Chartwell;51.2443;0.0833;Le manoir de Chartwell ou Chartwell (Chartwell House en anglais, prononcé : [tʃɑːtˈwɛl haʊs]) est un manoir du XVIe siècle, de style victorien, construit sur un important domaine de 32 hectares, avec jardin à l'anglaise, à trois kilomètres au sud de Westerham, dans le Kent, en Angleterre, au Royaume-Uni. Il fut la résidence officielle principale du célèbre Premier ministre du Royaume-Uni Sir Winston Churchill entre 1922 et 1965, date de sa disparition. Actuellement il est géré par le National Trust for Places of Historic Interest or Natural Beauty, la maison est classée Grade I (niveau I) aux Monuments historiques du Royaume Uni, et les jardins sont classés Grade II (niveau II).;http://commons.wikimedia.org/wiki/Special:FilePath/Chartwell_House_-_front_elevation_-_geograph.org.uk_-_149040.jpg?width=300
http://dbpedia.org/resource/Chattanooga_National_Cemetery;Chattanooga National Cemetery;Chattanooga;1863;http://en.wikipedia.org/wiki/Chattanooga_National_Cemetery;35.035;-85.2894;Le cimetière national de Chattanooga est un cimetière national des États-Unis situé près du centre de la ville de Chattanooga, dans le comté de Hamilton, au Tennessee. Administré par le département des États-Unis des affaires des anciens combattants, il s'étend sur 120,9 acres (48,9 ha), et à partir de 2014, comptait plus de 50 000 inhumations.;http://commons.wikimedia.org/wiki/Special:FilePath/ChattanogaNationalCemetery.jpg?width=300
http://dbpedia.org/resource/Chepachet,_Rhode_Island;Chepachet Village Historic District;Glocester (Rhode Island);1799;http://en.wikipedia.org/wiki/Chepachet,_Rhode_Island;41.915;-71.6714;Chepachet est un village et une census-designated place situé au centre de la ville de Glocester dans le comté de Providence, dans l'État de Rhode Island. Il compte 1 675 habitants en 2010.;http://en.wikipedia.org/wiki/Special:FilePath/Chepachet.jpg?width=300
http://dbpedia.org/resource/Chetro_Ketl;Chetro Ketl;Chaco Culture National Historical Park;990-1075;http://en.wikipedia.org/wiki/Chetro_Ketl;36.06;-107.95;Chetro Ketl est une habitation des Anasazis et site archéologique dans le Chaco Canyon, dans l'État du Nouveau-Mexique, aux États-Unis. La construction a commencé vers 990 et est en grande partie achevé en 1075, avec un remodelage significatif au début et au milieu des années 1110. Après le début d'une grave sécheresse, la plupart des habitants ont émigré du canyon vers 1140 et en 1250, les derniers habitants de Chetro Ketl avaient quitté la structure. La grande maison a été redécouverte en 1823 par le gouverneur mexicain du Nouveau-Mexique, (en), et en 1849, le lieutenant James Simpson du Corps des ingénieurs de l'armée des États-Unis a documenté les principales ruines du canyon. (en), le directeur de la première école de terrain archéologique dans le canyon, a mené des fouilles de Chetro Ketl en 1920 et 1921, et de nouveau entre 1929 et 1935. Chetro Ketl est immortalisé sur la pièce de monnaie du Nouveau-Mexique de la série de pièces américaines d'un quart de dollar America the Beautiful.;http://commons.wikimedia.org/wiki/Special:FilePath/Chetro_Ketl_from_the_south,_1981.png?width=300
http://dbpedia.org/resource/Chicago_Water_Tower;Chicago Avenue Water Tower andPumping Station;Chicago;1869;http://en.wikipedia.org/wiki/Chicago_Water_Tower;41.8972;-87.6244;La Chicago Water Tower est un château d'eau en forme de tour de style néogothique situé dans le centre de la ville de Chicago, aux États-Unis. La Water Tower fait partie du quartier historique de Old Chicago Water Tower District, juste en face de la Pumping Station, dans le secteur de Near North Side. La Water Tower a été inscrite sur le Registre national des lieux historiques (National Register of Historic Places) en 1975. Dans un sondage de 2005, les lecteurs du Chicago Tribune ont élu la Water Tower comme l'une des « sept merveilles de Chicago », derrière le lac Michigan, le Wrigley Field, la Willis Tower et le métro de Chicago, mais devant l'Université de Chicago et le Musée des sciences et de l'industrie (MSI).;http://commons.wikimedia.org/wiki/Special:FilePath/Chicago_Water_Tower_by_night.JPG?width=300
http://dbpedia.org/resource/Chinese_Pavilion_at_Drottningholm;Chinese Pavilion at Drottningholm;Suède;1753;http://en.wikipedia.org/wiki/Chinese_Pavilion_at_Drottningholm;59.3169;17.8786;Le pavillon chinois (Kina slott) est un bâtiment situé dans le parc du château de Drottningholm, sur l'île de Lovön, en Suède. Cette maison de plaisance, édifiée entre 1763 et 1769 sous la direction de l'architecte Carl Fredrik Adelcrantz, est l'un des palais royaux de la monarchie suédoise. Il fait partie du « Domaine royal de Drottningholm » classé dans la liste du patrimoine mondial de l'UNESCO en 1991.;http://commons.wikimedia.org/wiki/Special:FilePath/Kina_slott_2012a.jpg?width=300
http://dbpedia.org/resource/Chiswick_Town_Hall;Chiswick Town Hall;Chiswick;1876;http://en.wikipedia.org/wiki/Chiswick_Town_Hall;51.4911;-0.265556;L'Hôtel de ville de Chiswick se dresse sur Heathfield Terrasse, à Chiswick, à Londres. C'est un bâtiment classé Grade II.;http://commons.wikimedia.org/wiki/Special:FilePath/Chiswick_Town_Hall_north_facing_500c.jpg?width=300
http://dbpedia.org/resource/Christ_Church_Royal_Chapel;Christ Church, Her Majesty's Chapel Royal of the Mohawk;Tyendinaga;1843;http://en.wikipedia.org/wiki/Christ_Church_Royal_Chapel;44.1856;-77.0734;La chapelle royale Christ Church (Christ Church, Her Majesty's Chapel Royal of the Mohawk) est une chapelle située à Tyendinaga, au sud de Deseronto en Ontario. Elle est une des six chapelles royales situées en dehors du Royaume-Uni, et une des deux seules au Canada. Construite en 1843, elle a été désignée en tant que lieu historique national en 1995 par la commission des lieux et monuments historiques du Canada. Elle est consacrée chapelle royale par 1904 par Édouard VII.;http://commons.wikimedia.org/wiki/Special:FilePath/Christ_Church_Chapel_Royal.jpg?width=300
http://dbpedia.org/resource/Church_of_Colònia_Güell;Church of Colònia Güell;Santa Coloma de Cervelló;1898;http://en.wikipedia.org/wiki/Church_of_Colònia_Güell;41.3636;2.02792;La crypte de la Colonie Güell est un projet inachevé de Antoni Gaudí de 1898, partiellement réalisé entre 1908 et 1914.;http://commons.wikimedia.org/wiki/Special:FilePath/Cripta_de_la_Colònia_Güell_1.jpg?width=300
http://dbpedia.org/resource/Church_of_San_Dionisio_(Jerez_de_la_Frontera);Church of San Dionisio;Jerez de la Frontera;fin du 15ème siècle;http://en.wikipedia.org/wiki/Church_of_San_Dionisio_(Jerez_de_la_Frontera);36.6834;-6.13855;L'église de San Dionisio (Dionysius the Areopagite) de la ville de Jerez de la Frontera, (Andalousie, Espagne) est une paroisse catholique bâtie dans la première moitié du XVe siècle en style gothique-mudéjar.;http://commons.wikimedia.org/wiki/Special:FilePath/Jerez_San_Dionisio.JPG?width=300
http://dbpedia.org/resource/San_Juan_Bautista,_Vélez-Málaga;Church of San Juan Bautista;Vélez-Málaga;1487;http://en.wikipedia.org/wiki/San_Juan_Bautista,_Vélez-Málaga;36.7826;-4.1023;L'Église de San Juan Bautista est un temple catholique situé à Vélez-Málaga, dans la province de Málaga, l'Espagne. Il se représente comme un document historique-artistique que synthétise, à partir des interventions réalisées dans son usine tout au long du temps, les diverses évolutions estilísticas du moment. La primitiva Église date de 1487, bâtie sous les postulados gothique-mudéjares. Dans le même siècle a souffert une rénovation dans son usine et entre 1541 et 1564, en étant évêque Fray Bernardo Manrique, s'a mené à terme un nouveau agrandissement, en se bâtissant dans cette époque la tour. Significatives sont les réformes qu'ils se produisent pendant le baroque, de celles qui conserve quelques éléments et autrui, de fins du siècle XVIII, dans celle qui il s'a réalisé le décor de la sacristía, pièce extraordinaire bâtie en 1789, œuvre attribuée à José Martín de Aldehuela. Sa magnifique couverture, que communique à travers un vestibule avec le navire de l'Évangile, présente finísima décor à base de estucos avec des éléments végétaux et des symboles apocalyptiques, que souligne dans le milieu le plus classique et austero de l'église. Cependant, la majeure transformation qui a souffert la primitiva église a été avec les œuvres exécutées entre 1853 et 1860, par l'évêque Juan Nepomuceno Castillane, en acquérant alors son actuelle impronta neoclásica.;http://commons.wikimedia.org/wiki/Special:FilePath/San_Juan_Bautista_Vélez.jpg?width=300
http://dbpedia.org/resource/St_Martin's_Church,_Canterbury;Church of St Martin;Kent;avant 597;http://en.wikipedia.org/wiki/St_Martin's_Church,_Canterbury;51.278;1.09382;L’église Saint-Martin de Canterbury, comté du Kent, est la plus vieille église d’Angleterre. Située à moins d’un kilomètre de la cathédrale de Canterbury, sa date de construction est un sujet de controverses. Elle a été mentionnée pour la première fois par Bède le Vénérable durant le siècle qui précéda la mort de Saint Augustin de Canterbury. Il n’y est pas précisé si l’édifice était utilisé pour le culte chrétien à l’époque des romains ou s’il s’agit d’un temple païen converti par les chrétiens plus tard. « Quand Augustin reçut le siège épiscopal dans la ville royale, il y restaura, avec l'aide du roi, une église qui, à ce qu'il avait appris, avait été bâtie là-même par les fidèles romains de jadis. Il la consacra au nom du saint Sauveur, notre Dieu et Seigneur Jésus Christ, et établit au même endroit un lieu d'habitation pour lui et tous ses successeurs. Il fit construire en outre non loin de la même ville, à l'Est, un monastère [...]. » — Bède le Vénérable, Histoire ecclésiastique du peuple anglais, Livre I, chapitre XXXIII. L'église dont il est fait mention est l'église saint Martin. Le font baptismal de l’église est exceptionnel et de renommée mondiale. Sa forme est tubulaire, la base est de pierre massive. L’église est inscrite depuis 1988 sur la liste du patrimoine mondial de l’UNESCO.;http://commons.wikimedia.org/wiki/Special:FilePath/Canterbury_St_Martin_close.jpg?width=300
http://dbpedia.org/resource/Church_of_St_Philip_and_St_James,_Norton_St_Philip;Church of St Philip and St James;Somerset;13ème siècle;http://en.wikipedia.org/wiki/Church_of_St_Philip_and_St_James,_Norton_St_Philip;51.3003;-2.32806;L'église Saint-Philippe-et-Saint-Jacques de Norton St Philip est une église anglicane située à Norton St Philip, dans le comté du Somerset, en Angleterre. Édifiée aux XIIIe et XIVe siècles, elle est classée monument de Grade II* depuis 1968.;http://commons.wikimedia.org/wiki/Special:FilePath/Church_of_St_Philip_and_St_James,_Norton_St_Philip_-_geograph.org.uk_-_681273.jpg?width=300
http://dbpedia.org/resource/Katholikon_of_the_Antoniev_Monastery;Church of the Nativity of the Theotokos;Russie;1117;http://en.wikipedia.org/wiki/Katholikon_of_the_Antoniev_Monastery;58.5404;31.2882;La cathédrale de la Nativité de la Vierge Marie (en russe : Собор Рождества Богородицы) est le catholikon du Monastère d'Antoniev. Consacré en 1119 par l'évêque de Novgorod, Johan Papine, c'est un des édifices de l'époque pré-mongole de la Rus' situé à Veliki Novgorod en Russie.« Maître Pierre » a probablement été l'architecte de cette cathédrale. À l'origine, il s'agissait d'une église à trois nefs et un dôme, qui possédait un escalier circulaire dans une tour. Son plan était celui de l'église de l'Annonciation découvert lors de fouilles réalisées. Les formes architecturales et le maçonnage avaient été simplifiés par rapport à l'église précédente. Le chœur se situe au-dessus du narthex, c'est-à-dire dans les allées latérales sans se prolonger vers l'est et l'autel. Les piliers du côté est ont la forme d'un T, tandis que ceux du centre ont une forme hexagonale. Les murs sont encore recouverts de fresques du XIIe siècle au XIXe siècle.;http://commons.wikimedia.org/wiki/Special:FilePath/TheChurchOfTheNativityWithItsNecropolis.jpg?width=300
http://dbpedia.org/resource/Château_d'Agnou;Château d'Agnou;Maule (Yvelines);fin du 16ème siècle;http://en.wikipedia.org/wiki/Château_d'Agnou;48.9139;1.84778;Le château d'Agnou est situé à Maule dans le département des Yvelines, au lieu-dit du Bout d'Agnou. Il est classé monument historique.;http://commons.wikimedia.org/wiki/Special:FilePath/Maule_-_Château_d'Agnou01.jpg?width=300
http://dbpedia.org/resource/Château_d'Augerville;Château d'Augerville;Augerville-la-Rivière;13ème siècle;http://en.wikipedia.org/wiki/Château_d'Augerville;48.2514;2.43871;Le château d'Augerville est un château français se situant dans la commune d'Augerville-la-Rivière, dans le département du Loiret et la région Centre-Val de Loire.;http://commons.wikimedia.org/wiki/Special:FilePath/Chateau_d'Augerville.jpg?width=300
http://dbpedia.org/resource/Château_de_Lichtenberg;Château de Lichtenberg;Lichtenberg (Bas-Rhin);aux environs de 1200;http://en.wikipedia.org/wiki/Château_de_Lichtenberg;48.9211;7.48722;Le château de Lichtenberg se situe dans la commune française de Lichtenberg et le département du Bas-Rhin. Il fait l’objet d’un classement au titre des monuments historiques depuis mai 1878.;http://commons.wikimedia.org/wiki/Special:FilePath/Lichtenberg_Alsace_05.jpg?width=300
http://dbpedia.org/resource/Château_de_Meung-sur-Loire;Château de Meung-sur-Loire;Meung-sur-Loire;12ème siècle;http://en.wikipedia.org/wiki/Château_de_Meung-sur-Loire;47.8236;1.69414;Le château de Meung-sur-Loire est ancienne résidence fortifiée située à Meung-sur-Loire, dans le département du Loiret et la région Centre-Val de Loire, en France. Il est construit à partir du XIIe siècle et sert tour à tour de résidence des évêques d'Orléans et de prison, dont François Villon fut le captif le plus célèbre. Le château et son parc sont classés monuments historiques depuis 1988. L'édifice est situé dans le périmètre du Val de Loire inscrit au patrimoine mondial de l'UNESCO.;http://commons.wikimedia.org/wiki/Special:FilePath/MeungChateau.jpg?width=300
http://dbpedia.org/resource/Château_de_la_Guignardière;Château de la Guignardière;Avrillé (France);1555;http://en.wikipedia.org/wiki/Château_de_la_Guignardière;46.474;-1.51;Le château de la Guignardière est un château situé à Avrillé, dans le département de la Vendée, en région Pays-de-la-Loire. L’édifice occupe une place centrale au sein du parc de loisirs dénommé « Le Château des Aventuriers ».;http://commons.wikimedia.org/wiki/Special:FilePath/Château_de_la_Guignardière.jpg?width=300
http://dbpedia.org/resource/Châteaux_of_the_Loire_Valley;Châteaux of the Loire Valley;Centre-Val de Loire;lors de la Renaissance;http://en.wikipedia.org/wiki/Châteaux_of_the_Loire_Valley;47.3989;0.702778;"L'expression châteaux de la Loire regroupe sous une même appellation touristique un ensemble de châteaux français situés dans le Val de Loire. Le territoire connu sous le nom de comté de Tours est âprement disputé entre le Xe siècle et le XIe siècle par la maison féodale blésoise et la maison d'Anjou, conflit qui sera suivi au XIIe siècle et XIIIe siècle par la Première guerre de Cent Ans entre la France et l'Angleterre et entre le XIVe siècle et le XVe siècle par la Deuxième guerre de Cent Ans toujours entre la France et l'Angleterre ; ces trois guerres seront à l'origine de la plupart des châteaux du val de Loire actuels . Les châteaux de la Loire ont la particularité architecturale d'avoir été, pour la plupart, rebâtis ou fortement remaniés aux XVe siècle et XVIe siècle à une époque où la cour des rois de France était installée dans cette région ou dans ses environs immédiats. La Renaissance voit l’apogée du rôle du Val de Loire au sein du Royaume de France, de Charles VII et Louis XI, qui font de Tours la capitale, jusqu’à Henri IV qui la ramène à Paris en 1594, à la fin des guerres de Religion le centre du pouvoir reste dans la région. Les Valois, découvrent en Italie vers la fin du XVe siècle un nouvel art de vivre, qui sera transposé dans le Val de Loire, en y faisant venir de nombreux artistes et artisans italiens, dont le plus célèbred’entre eux, Léonard de Vinci. La notion de châteaux de la Loire revêt principalement une acception touristique, liée à cette exceptionnelle densité de monuments à visiter. Toutefois ils ont la particularité architecturale d'être pour la plupart soit construits en tuffeau turonien soit en brique avec chaînages également en tuffeau. Il n'existe officiellement aucune liste exhaustive des châteaux dits « de la Vallée de la Loire ». La plupart se situent dans les départements du Maine-et-Loire, d'Indre-et-Loire, du Loir-et-Cher, d'Eure-et-Loir et du Loiret, mais certains auteurs incluent aussi les départements de la Sarthe, de la Mayenne, du Cher, de l'Indre, voire de la Nièvre. La concentration en monuments remarquables dans cette région a d'ailleurs en partie justifié l'inscription du Val de Loire sur la liste du patrimoine mondial par l'Unesco, entre Sully-sur-Loire (Loiret) et Chalonnes-sur-Loire (Maine-et-Loire). Par ailleurs, un certain nombre de châteaux, généralement d'origine royale ou construits par des seigneurs proches du pouvoir royal, ont une notoriété internationale (Chambord, Chenonceau...). Au nombre global proche de 3000, tous ces châteaux sont principalement situés dans les régions Centre-Val de Loire et Pays de la Loire. Ils ont des liens directs ou indirects avec la vallée de la Loire (son histoire, son architecture...), et forment la plus grande concentration au monde de ce type de monuments.";http://commons.wikimedia.org/wiki/Special:FilePath/Chateau_du_Plessis-Bourre_Vue_SE_no_02_2004-05-23.JPEG?width=300
http://dbpedia.org/resource/Cihu_Mausoleum;Cihu Mausoleum;République de Chine;1975;http://en.wikipedia.org/wiki/Cihu_Mausoleum;24.8422;121.299;"Le mausolée Cihu ou Tz'uhu (chinois traditionnel : 慈湖陵寢 ; pinyin : Cíhú Língqǐn) est la tombe temporaire de Tchang Kaï-chek, un des principaux leaders du Kuomintang et président de Taïwan. Il date de 1975 et est situé à Taoyuan dans le . Tchang Kaï-chek a exprimé la volonté d'être enterré un jour dans sa province natale, Zhejiang, en Chine continentale.";http://commons.wikimedia.org/wiki/Special:FilePath/Cihu_President_Chiang_Mausoleum_entrance.JPG?width=300
http://dbpedia.org/resource/Citadelle_Laferrière;Citadelle Laferrière;Haïti;1820;http://en.wikipedia.org/wiki/Citadelle_Laferrière;19.5736;-72.2439;La Citadelle La Ferrière est un ouvrage militaire construit au début du XIXe siècle à Milot en Haïti dans le département du Nord, par Henri Christophe. C'est la plus grande forteresse du continent américain : à 900 mètres d'altitude, elle se trouve à 15 km au sud de Cap-Haïtien, au sein du Parc National Historique - Citadelle, Sans Souci, Ramiers classé au patrimoine mondial de l'UNESCO depuis 1982. La forteresse pouvait abriter une garnison de 2 000 hommes, 5 000 en cas de nécessité.;http://commons.wikimedia.org/wiki/Special:FilePath/Citadelle_Laferrière.jpg?width=300
http://dbpedia.org/resource/Claremont_(country_house);Claremont House and Estate;Surrey (comté);1774;http://en.wikipedia.org/wiki/Claremont_(country_house);51.3577;-0.372338;Claremont est un manoir de style palladien de la fin du XVIIIe siècle situé à environ un kilomètre au sud d'Esher dans le Surrey en Angleterre. Il est l'œuvre de l'architecte britannique Henry Holland. C'est là que le roi Louis-Philippe a vécu et est mort après la Révolution de 1848. Le domaine est alors la propriété du roi Léopold Ier de Belgique, gendre de Louis-Philippe. Le manoir fut ensuite la résidence du prince Léopold du Royaume-Uni, duc d'Albany, fils cadet de la reine Victoria.;http://commons.wikimedia.org/wiki/Special:FilePath/Claremont_House,_Esher.JPG?width=300
http://dbpedia.org/resource/Public_Square,_Cleveland;Cleveland Public Square;Cleveland;1857;http://en.wikipedia.org/wiki/Public_Square,_Cleveland;41.4997;-81.6939;Public Square est une place située à Cleveland, dans l'Ohio. Elle occupe aujourd'hui encore une position privilégiée, au centre du Central Business District. On y trouve l'église , ainsi que les trois plus hauts gratte-ciel de la ville : Key Tower, et Terminal Tower. C'est sur cette place que se font les grands rassemblements politiques et l'orchestre de Cleveland y donne tous les ans un concert pour le Fourth of July.;http://commons.wikimedia.org/wiki/Special:FilePath/Public_Square_buildings.jpg?width=300
http://dbpedia.org/resource/Clock_Tower,_Brighton;Clock Tower;Brighton;1888;http://en.wikipedia.org/wiki/Clock_Tower,_Brighton;50.8237;-0.1436;La tour de l'Horloge (anglais : Clock Tower) est une tour horloge située à Brighton et Hove dans le Sussex de l'Est en Angleterre (Royaume-Uni).;http://commons.wikimedia.org/wiki/Special:FilePath/The_Clock_Tower,_December_21st_2013.JPG?width=300
http://dbpedia.org/resource/Col._James_Barrett_Farm;Col. James Barrett Farm;Concord (Massachusetts);1705;http://en.wikipedia.org/wiki/Col._James_Barrett_Farm;42.4729;-71.3808;La ferme de Barrett (en anglais : Barrett's Farm) est une ancienne ferme, site de la guerre d'indépendance des États-Unis situé à Concord dans le Massachusetts, aux États-Unis. James Barrett était colonel de la milice de Concord pendant les batailles de Lexington et Concord qui marquent le début de la guerre d'indépendance des États-Unis. Dans sa ferme était entreposé des armes et des munitions, ainsi que des canons. Dans la matinée du 19 avril 1775, les soldats britanniques sur ordre du général Thomas Gage quittent Boston pour Concord, pour détruire ces stocks militaires. Les Britanniques ont rencontré une forte résistance dans les villes traversées et des informateurs ont permis de prévenir de cette attaque et donc de déplacer les stocks en conséquence. La ferme, construite en 1705, a été ajouté au Registre national des lieux historiques en 1973. Depuis mars 2009, le bâtiment fait partie du Minute Man National Historical Park.;http://commons.wikimedia.org/wiki/Special:FilePath/Colonel_James_Barrett_House.jpg?width=300
