"building","name","wiki","lat","lon","height","date","abstract","photo"
"http://dbpedia.org/resource/Brisbane_Skytower","Brisbane Skytower","http://en.wikipedia.org/wiki/Brisbane_Skytower",-27.4717,153.029,269.7,2019,"La Brisbane Skytower est un gratte-ciel en construction à Brisbane en Australie. Il s'élèvera à 270 mètres. Son achèvement est prévu pour 2019.","http://commons.wikimedia.org/wiki/Special:FilePath/Brisbane_Sky_Tower_Render.jpg?width=300"
"http://dbpedia.org/resource/The_42_(Kolkata)","The 42","http://en.wikipedia.org/wiki/The_42_(Kolkata)",22.5483,88.3496,268.0,2019,"The 42 est un gratte-ciel en construction à Calcutta en Inde. Ils s'élèvera à 268 mètres. Son achèvement est prévu pour 2018.","http://commons.wikimedia.org/wiki/Special:FilePath/The_42_-_Residential_Building_under_Construction_-_42B_Chowringhee_Road_-_Kolkata_2015-08-16_3461.JPG?width=300"
"http://dbpedia.org/resource/Petronas_Tower_3","Petronas Tower 3","http://en.wikipedia.org/wiki/Petronas_Tower_3",3.15667,101.711,267.0,2011,"La Tour Petronas 3 est un gratte-ciel de 267 mètres construit en 2012 à côté des Tours Petronas à Kuala Lumpur en Malaisie.","http://commons.wikimedia.org/wiki/Special:FilePath/KL_-_Menara_Carigali,_KLCC.JPG?width=300"
"http://dbpedia.org/resource/Lotte_Center_Hanoi","Lotte Center Hanoi","http://en.wikipedia.org/wiki/Lotte_Center_Hanoi",21.0324,105.813,267.0,2014,"Le Lotte Center Hanoi est un gratte-ciel de 272 mètres situé à Hanoï au Vietnam. Terminée le 2 septembre 2014 s'élève sur 65 étages dans un style moderne. Lors de son achèvement, la tour est la seconde plus haute du pays. L'architecte en est l'agence américaine Callison. L'immeuble abrite des bureaux, un hôtel 5 étoiles, des appartements et une plateforme d'observation.","http://commons.wikimedia.org/wiki/Special:FilePath/Lotte_Center_Hanoi_2.jpg?width=300"
"http://dbpedia.org/resource/Al_Faisaliyah_Center","Tour Al Faisaliah","http://en.wikipedia.org/wiki/Al_Faisaliyah_Center",24.6903,46.6853,267.0,2000-05-14,"La tour Al Faisaliah (arabe : برج الفيصلية, anglais : Al Faisaliah Centre) est un gratte-ciel de Riyad. Il mesure 266,9 m pour 44 étages.","http://commons.wikimedia.org/wiki/Special:FilePath/Al-Faisaliyah_Tower.JPG?width=300"
"http://dbpedia.org/resource/The_Point,_Panama_City","The Point","http://en.wikipedia.org/wiki/The_Point,_Panama_City",8.97101,-79.5179,266.0,2011,"The Point est un gratte-ciel de la ville de Panama, au Panama.","http://commons.wikimedia.org/wiki/Special:FilePath/Panama_08_2013_The_Point_7030.jpg?width=300"
"http://dbpedia.org/resource/900_North_Michigan","900 North Michigan","http://en.wikipedia.org/wiki/900_North_Michigan",41.8997,-87.625,265.481,1988,"Le 900 North Michigan est un gratte-ciel situé dans le quartier de Streeterville à Chicago, dans l'État de l'Illinois aux États-Unis. Construit en 1989 et d'une hauteur de 265 m, il est en 2013 le neuvième bâtiment le plus haut de la ville de Chicago et le 28e plus grand des États-Unis. Il a été développé par Urban Retail Properties en 1988 comme une sœur de grand standing de la Water Tower Place, tous deux construits le long du Magnificent Mile. Le bâtiment possède un grand centre commercial haut de gamme appelé 900 North Michigan Shops. Les magasins Montblanc, L'Occitane en Provence ou encore Gucci s'y trouvent, tout comme d'autres boutiques de luxe ainsi que des restaurants très côtés. Le magasin Bloomingdales en constitue le plus grand, c'est pourquoi il est communément appelé le « Bloomingdales Building ». Les architectes de l'immeuble sont l'agence Kohn Pedersen Fox Associates ('design architect) et l'agence Perkins+Will ('associate architect')","http://commons.wikimedia.org/wiki/Special:FilePath/2005-09-20_1080x1920_chicago_900_north_michigan.jpg?width=300"
"http://dbpedia.org/resource/Bank_of_America_Corporate_Center","Bank of America Corporate Center","http://en.wikipedia.org/wiki/Bank_of_America_Corporate_Center",35.2273,-80.8422,265.481,1992,"Le Bank of America Corporate Center est un gratte-ciel de style Post-moderne construit à Charlotte (Caroline du Nord), aux États-Unis. Il est actuellement l'immeuble le plus élevé de la ville et de Caroline du Nord. La tour est le siège-social principal de la Bank of America. Les architectes sont Cesar Pelli (""design architect"") et HKS, Inc (""associate architect"")","http://commons.wikimedia.org/wiki/Special:FilePath/Bank_of_America_Corporate_Center.jpg?width=300"
"http://dbpedia.org/resource/SunTrust_Plaza","SunTrust Plaza","http://en.wikipedia.org/wiki/SunTrust_Plaza",33.763,-84.387,265.48,1992,"Le SunTrust Plaza (appelé autrefois One Peachtree Center) est un gratte-ciel de bureaux situé à Atlanta (Géorgie, États-Unis). C'est actuellement la seconde plus haute tour d'Atlanta, après la Bank of America Plaza.","http://commons.wikimedia.org/wiki/Special:FilePath/Suntrust-plaza-atlanta.jpg?width=300"
"http://dbpedia.org/resource/8_Spruce_Street","8 Spruce Street","http://en.wikipedia.org/wiki/8_Spruce_Street",40.7108,-74.0056,265.176,2010,"Le 8 Spruce Street, anciennement Beekman Tower et généralement désigné sous le nom de tour Gehry ou tour New York by Gehry, du nom de son architecte Frank Gehry, est un gratte-ciel de la ville de New York, situé dans l'arrondissement de Manhattan, à côté du 150 Nassau Street. Achevé en 2011, il est alors le plus haut gratte-ciel résidentiel du continent américain et l'un des plus luxueux de New York. L'immeuble de style déconstructiviste a reçu l'Emporis Skyscraper Award 2011 récompensant le gratte-ciel le plus remarquable de l’année 2011.","http://commons.wikimedia.org/wiki/Special:FilePath/Beekman_Tower_fr_BB_jeh.jpg?width=300"
"http://dbpedia.org/resource/The_Pinnacle_(Guangzhou)","The Pinnacle (Canton)","http://en.wikipedia.org/wiki/The_Pinnacle_(Guangzhou)",23.1278,113.318,264.7,2012,"The Pinnacle est un gratte-ciel situé à Canton (Guangzhou) en République populaire de Chine. La tour culmine à 350 mètres et comprend 60 étages de bureaux.","http://commons.wikimedia.org/wiki/Special:FilePath/The_Pinnacle_(Guangzhou,_China)_indexxrus.JPG?width=300"
"http://dbpedia.org/resource/Leatop_Plaza","Leatop Plaza","http://en.wikipedia.org/wiki/Leatop_Plaza",23.1283,113.32,264.6,2012,"Le Leatop Plaza est un gratte-ciel de 66 étages situé à Canton en Chine. Les travaux ont débuté en 2008 et se sont terminés en 2012.","http://commons.wikimedia.org/wiki/Special:FilePath/LEATOP_PLAZA.jpg?width=300"
"http://dbpedia.org/resource/Triumph_Palace","Palais du Triomphe","http://en.wikipedia.org/wiki/Triumph_Palace",55.7983,37.5208,264.1,2006,"Le palais du Triomphe (en russe : Триумф-Палас) est un gratte-ciel situé à Moscou. Construit à partir de 2001, ce bâtiment de 57 étages comprend environ 1 000 appartements. Avec une hauteur de 264,1 mètres, c'est le cinquième gratte-ciel le plus haut d'Europe en 2013. De 2005 à 2007, il fut le plus haut bâtiment d'Europe. On l'appelle souvent la huitième sœur de Staline, en référence aux Sept Sœurs de Staline, desquelles l'architecture du palais du Triomphe est inspirée.","http://commons.wikimedia.org/wiki/Special:FilePath/Triumph_Palace.jpg?width=300"
"http://dbpedia.org/resource/Samsung_Tower_Palace","Samsung Tower Palace","http://en.wikipedia.org/wiki/Samsung_Tower_Palace",37.4886,127.053,264.0,2004,"Le Tower Palace, ou Samsung Tower Palace est un complexe de sept gratte-ciel édifiés au début des années 2000 à Séoul en Corée du Sud. Il se subdivise en trois parties : 
* Le Tower Palace One ; 
* Le Tower Palace Two ; 
* Le Tower Palace Three.","http://commons.wikimedia.org/wiki/Special:FilePath/View_of_YangJe-Cheon.jpg?width=300"
"http://dbpedia.org/resource/Ubora_Towers","U-Bora Tower 1","http://en.wikipedia.org/wiki/Ubora_Towers",25.1806,55.271,262.738,2011,"La U-Bora Tower 1 est un gratte-ciel de 58 étages construit à Dubaï dans le quartier de Business Bay. La hauteur de la tour est de 263 mètres. La construction de la tour a commencé en 2006 pour se terminer en 2011.","http://commons.wikimedia.org/wiki/Special:FilePath/Ubora_Towers_Under_Construction_on_20_September_2007.jpg?width=300"
"http://dbpedia.org/resource/Trump_World_Tower","Trump World Tower","http://en.wikipedia.org/wiki/Trump_World_Tower",40.7523,-73.9677,262.433,2001,"La Trump World Tower est un gratte-ciel résidentiel qui est situé au 845 United Nations Plaza sur la Première Avenue, entre la 47e et la 48e rue, dans l'arrondissement de Manhattan à New York.","http://commons.wikimedia.org/wiki/Special:FilePath/Trump_World_Tower_and_East_River_in_Manhattan,_New_York_City_(cropped).jpg?width=300"
"http://dbpedia.org/resource/Grand_Gateway_Shanghai","66 Towers","http://en.wikipedia.org/wiki/Grand_Gateway_Shanghai",31.1965,121.433,262.0,2005,"Les 66 Towers, aussi appelées Grand Gateway Tower, sont deux gratte-ciel jumeaux de 261 mètres construits en 2005 à Shanghai en Chine. 
* Portail de Shanghai 
* Portail des gratte-ciel","http://commons.wikimedia.org/wiki/Special:FilePath/Grand_gateway_shanghai.jpg?width=300"
"http://dbpedia.org/resource/Aqua_(skyscraper)","Aqua (groupe)","http://en.wikipedia.org/wiki/Aqua_(skyscraper)",41.8865,-87.6201,261.8,2009,"L'Aqua est un gratte-ciel situé au 200 North Columbus Drive, dans le quartier de New Eastside à Chicago, dans l'État de l'Illinois aux États-Unis, dont la construction s'est terminée en 2010. Il mesure 262 mètres, et comprend six niveaux de parking souterrains. Il a été conçu par la firme de l'architecte Jeanne Gang. La construction se caractérise par ses balcons ondulés, différents à chaque étage. Le bâtiment comprend un total de 86 étages dont huit étages de luxes habitables pour une surface totale de 140 000 pieds carrés (soit 13 000 m2) avec terrasses, jardins, kiosques de jardin, piscines, bains tourbillons ainsi que des équipements sportifs. Chaque étage couvre environ 16 000 pieds carrés (soit 1 500 m2). L'immeuble a été récompensé par l'Emporis Skyscraper Award 2009, récompensant le gratte-ciel le plus remarquable de l'année 2009.","http://commons.wikimedia.org/wiki/Special:FilePath/Aqua_Tower_Chicago.jpg?width=300"
"http://dbpedia.org/resource/Aqua_(skyscraper)","Aqua (groupe)","http://en.wikipedia.org/wiki/Aqua_(skyscraper)",41.8865,-87.6201,261.8,2009,"Aqua est un groupe d'eurodance dano-norvégien, originaire de Copenhague. Formé en 1989, Aqua connaît un immense succès à travers le monde à la fin des années 1990 et au début des années 2000, symbolisé par le titre Barbie Girl. Par son succès, Aqua symbolise le mouvement bubblegum dance créé à cette époque. Après les albums Aquarium en 1997 et Aquarius en 2000, le groupe se met en pause jusqu'en 2007 pour une tournée d'adieu, le Goodbye To The Circus Tour. La tournée ayant eu un vif succès dans les pays scandinaves, Aqua sort en 2009 la compilation Greatest Hits suivi de la tournée Greatest Hits Tour. Un nouvel album, Megalomania, sort en octobre 2011 suivi d'une tournée internationale étalée de 2012 à 2014. Le groupe se met alors en veille jusqu'en 2017 pour fêter les 20 ans de leur hit mondial Barbie Girl et lancer leur tournée We Love the 90's. En 2017, Aqua compte plus 33 millions d'albums et singles vendus, devenant le groupe danois ayant eu le plus de succès.","http://commons.wikimedia.org/wiki/Special:FilePath/Aqua_Tower_Chicago.jpg?width=300"
"http://dbpedia.org/resource/Aqua_(skyscraper)","Aqua (Chicago)","http://en.wikipedia.org/wiki/Aqua_(skyscraper)",41.8865,-87.6201,261.8,2009,"L'Aqua est un gratte-ciel situé au 200 North Columbus Drive, dans le quartier de New Eastside à Chicago, dans l'État de l'Illinois aux États-Unis, dont la construction s'est terminée en 2010. Il mesure 262 mètres, et comprend six niveaux de parking souterrains. Il a été conçu par la firme de l'architecte Jeanne Gang. La construction se caractérise par ses balcons ondulés, différents à chaque étage. Le bâtiment comprend un total de 86 étages dont huit étages de luxes habitables pour une surface totale de 140 000 pieds carrés (soit 13 000 m2) avec terrasses, jardins, kiosques de jardin, piscines, bains tourbillons ainsi que des équipements sportifs. Chaque étage couvre environ 16 000 pieds carrés (soit 1 500 m2). L'immeuble a été récompensé par l'Emporis Skyscraper Award 2009, récompensant le gratte-ciel le plus remarquable de l'année 2009.","http://commons.wikimedia.org/wiki/Special:FilePath/Aqua_Tower_Chicago.jpg?width=300"
"http://dbpedia.org/resource/Aqua_(skyscraper)","Aqua (Chicago)","http://en.wikipedia.org/wiki/Aqua_(skyscraper)",41.8865,-87.6201,261.8,2009,"Aqua est un groupe d'eurodance dano-norvégien, originaire de Copenhague. Formé en 1989, Aqua connaît un immense succès à travers le monde à la fin des années 1990 et au début des années 2000, symbolisé par le titre Barbie Girl. Par son succès, Aqua symbolise le mouvement bubblegum dance créé à cette époque. Après les albums Aquarium en 1997 et Aquarius en 2000, le groupe se met en pause jusqu'en 2007 pour une tournée d'adieu, le Goodbye To The Circus Tour. La tournée ayant eu un vif succès dans les pays scandinaves, Aqua sort en 2009 la compilation Greatest Hits suivi de la tournée Greatest Hits Tour. Un nouvel album, Megalomania, sort en octobre 2011 suivi d'une tournée internationale étalée de 2012 à 2014. Le groupe se met alors en veille jusqu'en 2017 pour fêter les 20 ans de leur hit mondial Barbie Girl et lancer leur tournée We Love the 90's. En 2017, Aqua compte plus 33 millions d'albums et singles vendus, devenant le groupe danois ayant eu le plus de succès.","http://commons.wikimedia.org/wiki/Special:FilePath/Aqua_Tower_Chicago.jpg?width=300"
"http://dbpedia.org/resource/Gran_Torre_Santiago","Gran Torre Santiago","http://en.wikipedia.org/wiki/Gran_Torre_Santiago",-33.4169,-70.6067,261.0,2013,"La Gran Torre Santiago est un gratte-ciel de bureaux de 300 mètres construit en 2014 à Santiago au Chili. C'est le plus haut gratte-ciel d'Amérique du Sud et de l'hémisphere sud. Elle fait partie du Costanera Center.","http://commons.wikimedia.org/wiki/Special:FilePath/Costanera_Center_Sep._13.jpg?width=300"
"http://dbpedia.org/resource/Bahrain_Financial_Harbour","Bahrain Financial Harbour","http://en.wikipedia.org/wiki/Bahrain_Financial_Harbour",26.2378,50.5733,260.0,2009,"Les Dual Towers sont deux gratte-ciel jumeaux de 260 mètres construits en 2007 à Manama à Bahreïn.","http://commons.wikimedia.org/wiki/Special:FilePath/BahrainFinancialHarbour01.jpg?width=300"
"http://dbpedia.org/resource/Vision_Tower","Vision Tower (Dubaï)","http://en.wikipedia.org/wiki/Vision_Tower",25.1882,55.2639,260.0,"January 2011","La Vision Tower est un gratte-ciel de 60 étages construit à Dubaï dans le quartier de Business Bay. La hauteur de la tour est de 260 mètres. La construction de la tour a commencé en 2006 pour se terminer en 2011.","http://commons.wikimedia.org/wiki/Special:FilePath/Vision_Tower_Under_Construction_on_22_November_2007.jpg?width=300"
"http://dbpedia.org/resource/Post_&_Telecommunication_Hub","Guangdong Telecom Plaza","http://en.wikipedia.org/wiki/Post_&_Telecommunication_Hub",23.1273,113.289,260.0,2003,"Le Guangdong Telecom Plaza est un gratte-ciel situé à Guangzhou (Chine).","http://commons.wikimedia.org/wiki/Special:FilePath/Telecom_Plaza.jpg?width=300"
"http://dbpedia.org/resource/Shenzhen_Special_Zone_Press_Tower","Shenzhen Special Zone Daily Tower","http://en.wikipedia.org/wiki/Shenzhen_Special_Zone_Press_Tower",22.5437,114.04,259.994,1998,"La Shenzhen Special Zone Daily Tower est un gratte-ciel de 260 mètres construit en 1998 à Shenzhen dans la province du Guangdong en Chine.","http://commons.wikimedia.org/wiki/Special:FilePath/报业大厦.JPG?width=300"
"http://dbpedia.org/resource/Transamerica_Pyramid","Transamerica Pyramid","http://en.wikipedia.org/wiki/Transamerica_Pyramid",37.7952,-122.403,259.994,1972,"La Transamerica Pyramid (ou Transamerica Tower), construite par William Pereira, est le deuxième plus haut gratte-ciel de la ville de San Francisco, dans l'État de Californie, après la Tour Salesforce. Ce bâtiment constitue l'un des symboles de la métropole, avec le Golden Gate Bridge. Situé dans le quartier des affaires, le bâtiment fait partie du « Centre Pyramide » (Pyramid Center) qui occupe tout un quadrilatère. Il a été construit entre 1969 et 1972.","http://commons.wikimedia.org/wiki/Special:FilePath/SF_Transamerica_full_CA.jpg?width=300"
"http://dbpedia.org/resource/30_Rockefeller_Plaza","Comcast Building","http://en.wikipedia.org/wiki/30_Rockefeller_Plaza",40.759,-73.979,259.08,1933,"Le Comcast building (anciennement appelé GE building de 1988 à 2015 et RCA Building de 1933 à 1988) est l'un des gratte-ciel les plus célèbres de New York. Construit en style Art déco, au cœur du Rockefeller Center et de Midtown dans l'arrondissement de Manhattan, il mesure 259 mètres de hauteur et comporte 70 étages. Il est le huitième immeuble le plus haut de New York. Le GE Building a été achevé en 1933.","http://commons.wikimedia.org/wiki/Special:FilePath/GE_Building_Oct_2005.jpg?width=300"
"http://dbpedia.org/resource/70_Pine_Street","70 Pine Street","http://en.wikipedia.org/wiki/70_Pine_Street",40.7064,-74.0075,259.08,1932,"L'American International Building est un gratte-ciel de Manhattan, à New York, situé au 70 Pine Street, Financial District, New York. Il mesure 290 mètres avec son antenne (259 mètres si on ne compte que le toit) et compte 66 étages, séparés de 3,75 mètres. Le bâtiment a été construit entre 1930 et 1932, dans une période de « course aux gratte-ciel », marquée par la construction de gratte-ciel aujourd'hui mythiques comme l'Empire State Building ou le Chrysler Building. L'American International est construit dans un style art déco, bien que son sommet soit plus proche de l'architecture gothique. L'American International Building était le plus haut bâtiment de downtown Manhattan (pointe sud de Manhattan) jusqu'à la construction du World Trade Center en 1973. Après les attentats du 11 septembre 2001, l'American International est redevenu le plus haut édifice de Downtown Manhattan, jusqu'à l'achèvement de la Freedom Tower en 2014. Le bâtiment est couramment appelé American International par les New-Yorkais. Le building était autrefois la propriété de la compagnie pétrolière Cities Service Company, ce qui lui valait le surnom de Cities Service Building. Mais le gratte-ciel fut vendu à la compagnie d'assurances American International Group (AIG), alors que la Cities Service Company déménageait dans l'Oklahoma, à Tulsa. L'American International Group possède toujours le bâtiment, où elle a placé son siège mondial, cependant, la Cities Service Company détient toujours des bureaux dans l'immeuble. Le bâtiment possède un « observatoire » au soixante-sixième étage, qui offre une vue sur downtown de toute la ville. Autrefois public, il est aujourd'hui réservé aux employés de l'American International Group. En outre, le gratte-ciel était à l'origine pourvu d'ascenseurs à double étage, afin d'améliorer la desserte de la tour, mais ces ascenseurs furent supprimés peu de temps après, à cause de leur manque de popularité. L'idée a cependant été reprise par le Citigroup Center, dans les années 1970.","http://commons.wikimedia.org/wiki/Special:FilePath/American_International_Building3.JPG?width=300"
"http://dbpedia.org/resource/Chase_Tower_(Chicago)","Chase Tower (Chicago)","http://en.wikipedia.org/wiki/Chase_Tower_(Chicago)",41.8816,-87.6301,259.08,1969,"La Chase Tower est un gratte-ciel de Chicago de 60 étages, construit en 1969. Il a été édifié à l'emplacement du Morrison Hotel (160 m - 1925). Haut de 259 mètres, c'est le onzième plus grand immeuble de Chicago et le 35e des États-Unis. Il est situé au 21 South Clark Street et été dessiné par et Perkins & Will. Le Chase Tower plaza abrite une mosaîque de Marc Chagall apposée sur quatre faces d'un pavé droit (21 x 4,3 x 3 m). La mosaïque était un cadeau à la ville de Chicago de Frederick H. Prince (via le Prince Charitable Trusts) et a été inaugurée le 27 septembre 1974. Elle a été rénovée en 1994 et un auvent en verre protecteur a été installé.","http://commons.wikimedia.org/wiki/Special:FilePath/Chase_Tower_in_Chicago.jpg?width=300"
"http://dbpedia.org/resource/Vision_Brisbane","Vision Tower (Brisbane)","http://en.wikipedia.org/wiki/Vision_Brisbane",-27.4717,153.029,259.0,"N/A","La Vision Tower est un gratte-ciel résidentiel en projet à Brisbane en Australie. Il devrait atteindre 274 mètres pour 90 étages.","http://commons.wikimedia.org/wiki/Special:FilePath/Vision_Brisbane_construction_filled_with_water.jpg?width=300"
"http://dbpedia.org/resource/Toranomon_Hills","Toranomon Hills","http://en.wikipedia.org/wiki/Toranomon_Hills",35.6669,139.749,258.0,2014,"L'Ark Hills Sengokuyama Mori Tower est un gratte-ciel de 258 mètres construit en 2014 à Tokyo au Japon.","http://commons.wikimedia.org/wiki/Special:FilePath/Toranomon_Hills_1_week_before_opening.jpeg?width=300"
"http://dbpedia.org/resource/Park_Tower_(Chicago)","Park Tower (Chicago)","http://en.wikipedia.org/wiki/Park_Tower_(Chicago)",41.8969,-87.6253,257.251,2000,"La Park Tower est un gratte-ciel de Chicago, (Illinois) dont la construction a été terminée en 2000. Les architectes sont Lucien Lagrange (d'origine française) et HKS, Inc","http://commons.wikimedia.org/wiki/Special:FilePath/Park_Tower_Chicago.png?width=300"
"http://dbpedia.org/resource/West_Pearl_Tower","West Pearl Tower","http://en.wikipedia.org/wiki/West_Pearl_Tower",30.6646,104.092,257.0,2006,"West Pearl Tower (chinois simplifié: 四川 广播 电视塔) est une tour construite en béton armé située à Chengdu, province du Sichuan, en Chine. Elle mesure 339 m (1,112.2 pi) de haut. La construction a commencé en 1992, stoppée en raison de problèmes budgétaires, elle redémarre en 1998 pour s'achever en 2004. La tour a été construite principalement pour relayer les réseaux de télévision à Chengdu, mais depuis lors son activité s'est développée en tant que centre de loisirs et commercial, ainsi que pour le tourisme, grâce à son restaurant panoramique tournant, avec sa vue à 360 degrés sur la ville.","http://commons.wikimedia.org/wiki/Special:FilePath/West_Pearl_Tower.JPG?width=300"
"http://dbpedia.org/resource/311_South_Wacker_Drive","311 South Wacker Drive","http://en.wikipedia.org/wiki/311_South_Wacker_Drive",41.8778,-87.6356,256.8,1990,"Le 311 South Wacker Drive est un gratte-ciel de soixante-cinq étages situé dans la ville de Chicago, aux États-Unis. Construit en 1990 et d'une hauteur de 293 mètres (961 pieds), il constitue en 2009 le sixième plus haut gratte-ciel de Chicago et la quinzième plus haute construction des États-Unis. L'immeuble a été conçu par les agences d'architecture, Kohn Pedersen Fox (KPF) et HKS, Inc","http://commons.wikimedia.org/wiki/Special:FilePath/311_South_Wacker_Drive_060528.jpg?width=300"
"http://dbpedia.org/resource/U.S._Steel_Tower","US Steel Tower","http://en.wikipedia.org/wiki/U.S._Steel_Tower",40.4413,-79.9947,256.34,1971-09-30,"L'US Steel Tower ou USX Tower est un gratte-ciel situé au 600 Grant Street à Pittsburgh, aux États-Unis. Le bâtiment est le plus haut gratte-ciel de la ville, le quatrième plus haut gratte-ciel de la Pennsylvanie, et le 45e plus haut des États-Unis. Achevé en 1970, il mesure 256 mètres de haut et possède 217 045 m2 de surface de bureau. Son aspect rouillé est dû à l'utilisation d'Acier Corten.","http://commons.wikimedia.org/wiki/Special:FilePath/Pittsburgh-pennsylvania-usx-tower.jpg?width=300"
"http://dbpedia.org/resource/Shimao_International_Plaza","Shimao International Plaza","http://en.wikipedia.org/wiki/Shimao_International_Plaza",31.236,121.471,256.0,2006,"Le Shimao international piazza est un gratte-ciel de Puxi, situé sur la place du peuple de Shanghai. Les architectes sont l'agence d'architecture allemande et la société East China Architectural Design & Research Institute (ECADI) basée à Shanghai. Le gratte-ciel a été achevé en 2005. Il abrite des bureaux, des commerces et un grand hôtel.","http://commons.wikimedia.org/wiki/Special:FilePath/Shimao_International_Plaza_W.jpg?width=300"
"http://dbpedia.org/resource/Dubai_Marriott_Harbour_Hotel_&_Suites","Dubai Marriott Harbour Hotel & Suites","http://en.wikipedia.org/wiki/Dubai_Marriott_Harbour_Hotel_&_Suites",25.0879,55.1461,256.0,2007,"Dubai Marriott Harbour Hotel & Suites, autrefois The Harbour Hotel & Residence, est un gratte-ciel situé dans la Marina de Dubaï. L'inauguration du gratte-ciel a eu lieu le 1er novembre 2007. La tour mesure 256 mètres de haut et comporte 59 étages. À l'intérieur de l'immeuble se trouve notamment un hôtel de luxe qui comporte 261 suites. À l'origine, le gratte-ciel était connu sous le nom de Emirates Marina Hotel & Residence. Le nom fut changé en janvier 2008 car le mot Marina devenait trop courant à Dubaï. Juste à côté de la tour se trouve un autre gratte-ciel : l'Emirates Crown (296 mètres de haut).","http://commons.wikimedia.org/wiki/Special:FilePath/Dubai_0701-0144.JPG?width=300"
"http://dbpedia.org/resource/Toranomon_Hills","Toranomon Hills","http://en.wikipedia.org/wiki/Toranomon_Hills",35.6669,139.749,255.5,2014,"L'Ark Hills Sengokuyama Mori Tower est un gratte-ciel de 258 mètres construit en 2014 à Tokyo au Japon.","http://commons.wikimedia.org/wiki/Special:FilePath/Toranomon_Hills_1_week_before_opening.jpeg?width=300"
"http://dbpedia.org/resource/Highcliff","Highcliff","http://en.wikipedia.org/wiki/Highcliff",22.265,114.184,252.4,2003,"Highcliff est un gratte-ciel situé sur l'île de Hong Kong, dans un quartier résidentiel appelé Happy Valley. Highcliff mesure 252,4 m et comprend 73 étages. Comme The Summit, une autre tour située à proximité, elle se distingue par son aspect élancé. L'immeuble a été conçu par l'agence d'architecture de Hong Kong, DLN Architects.","http://commons.wikimedia.org/wiki/Special:FilePath/Highcliff_13_January_2007.jpg?width=300"
"http://dbpedia.org/resource/8_Spruce_Street","8 Spruce Street","http://en.wikipedia.org/wiki/8_Spruce_Street",40.7108,-74.0056,252.07,2010,"Le 8 Spruce Street, anciennement Beekman Tower et généralement désigné sous le nom de tour Gehry ou tour New York by Gehry, du nom de son architecte Frank Gehry, est un gratte-ciel de la ville de New York, situé dans l'arrondissement de Manhattan, à côté du 150 Nassau Street. Achevé en 2011, il est alors le plus haut gratte-ciel résidentiel du continent américain et l'un des plus luxueux de New York. L'immeuble de style déconstructiviste a reçu l'Emporis Skyscraper Award 2011 récompensant le gratte-ciel le plus remarquable de l’année 2011.","http://commons.wikimedia.org/wiki/Special:FilePath/Beekman_Tower_fr_BB_jeh.jpg?width=300"
"http://dbpedia.org/resource/Rialto_Towers","Rialto Towers","http://en.wikipedia.org/wiki/Rialto_Towers",-37.8189,144.958,251.0,1986,"Les Rialto Towers sont deux gratte-ciels de bureaux situé à Melbourne (Australie).","http://commons.wikimedia.org/wiki/Special:FilePath/Rialto_Towers_1.png?width=300"
"http://dbpedia.org/resource/Jiali_Plaza","Jiali Plaza","http://en.wikipedia.org/wiki/Jiali_Plaza",30.5811,114.286,250.85,1997,"La Jiali Plaza (佳丽广场) est un gratte-ciel de bureaux haut de 226 mètres (hauteur du toit) construit dans le centre de la Chine à Wuhan en 1997. Avec la flèche la hauteur maximale et structurale de l'immeuble est de 251 mètres ce qui en fait en 2015 le troisième plus haut immeuble de Wuhan. Le bâtiment a été conçu par l'agence d'architecture de Hong Kong La surface de plancher de l'immeuble est de 191 400 m2","http://commons.wikimedia.org/wiki/Special:FilePath/Jiali_Building.JPG?width=300"
"http://dbpedia.org/resource/Angsana_Hotel_&_Suites","Angsana Hotel & Suites","http://en.wikipedia.org/wiki/Angsana_Hotel_&_Suites",25.2094,55.275,250.0,"Hotel Tower: 2008","L'Angsana Hotel & Suites est un complexe de deux tours situé le long de la Sheikh Zayed Road à Dubaï. Les tours s'appelaient Damas Towers durant leur construction. Les deux gratte-ciels ont la même hauteur (220 m) et le même nombre d'étages (49). L'Angsana Suites Tower, terminée en 2007, comprend 417 appartements. La deuxième tour, l'Angsana Hotel Tower, a été inaugurée en 2008. Elle comporte 364 chambres d'hôtel.","http://commons.wikimedia.org/wiki/Special:FilePath/Sheikh_Zayed_Road_on_8_May_2008.jpg?width=300"
"http://dbpedia.org/resource/Angsana_Hotel_&_Suites","Angsana Hotel & Suites","http://en.wikipedia.org/wiki/Angsana_Hotel_&_Suites",25.2094,55.275,250.0,"Suites Tower: 2007","L'Angsana Hotel & Suites est un complexe de deux tours situé le long de la Sheikh Zayed Road à Dubaï. Les tours s'appelaient Damas Towers durant leur construction. Les deux gratte-ciels ont la même hauteur (220 m) et le même nombre d'étages (49). L'Angsana Suites Tower, terminée en 2007, comprend 417 appartements. La deuxième tour, l'Angsana Hotel Tower, a été inaugurée en 2008. Elle comporte 364 chambres d'hôtel.","http://commons.wikimedia.org/wiki/Special:FilePath/Sheikh_Zayed_Road_on_8_May_2008.jpg?width=300"
