"bridge","name","length","span","date","wiki","lat","lon","abstract","photo"
"http://dbpedia.org/resource/Mike_O'Callaghan–Pat_Tillman_Memorial_Bridge","Mike O'Callaghan-Pat Tillman Memorial Bridge","0.57912",323.088,2010-01-01,"http://en.wikipedia.org/wiki/Mike_O'Callaghan–Pat_Tillman_Memorial_Bridge",36.0125,-114.741,"Le Mike O'Callaghan-Pat Tillman Memorial Bridge (aussi appelé Hoover Dam Bypass Bridge) est un pont en arc à quatre voies, sur la route 93 reliant les États du Nevada et de l’Arizona. Inauguré en octobre 2010, il est situé à une cinquantaine de kilomètres de Las Vegas. D'une longueur de 579 mètres, il surplombe le fleuve Colorado à une hauteur de 275 mètres. Le pont Mike O'Callaghan-Pat Tillman Memorial Bridge est nommé d'après un ancien gouverneur du Nevada et un joueur de football américain mort en Afghanistan après avoir rejoint l'armée et renoncé à une brillante carrière sportive. Onzième pont le plus haut du monde, il est construit en aval du Barrage Hoover, au sommet duquel ont circulé les véhicules jusqu’à la fin de la construction.Cet ouvrage permet d'améliorer le trafic routier sur un axe qui relie Phoenix à Las Vegas. Il porte les noms du gouverneur et du sportif Pat Tillman. 
* 
* 
* 
*","http://commons.wikimedia.org/wiki/Special:FilePath/MikeO'Callaghan–PatTillmanMemorialBridge.jpg?width=300"
"http://dbpedia.org/resource/Île_d'Orléans_Bridge","Pont de l'Île-d'Orléans","2.7",323.0,1935-01-01,"http://en.wikipedia.org/wiki/Île_d'Orléans_Bridge",46.8802,-71.1379,"Le pont de l'Île-d'Orléans est un pont suspendu qui relie l'île d'Orléans à la rive nord du fleuve Saint-Laurent au Québec. Il a été inauguré le 4 juillet 1935 par Louis-Alexandre Taschereau et ouvert à la circulation routière le 6 juillet 1935.","http://commons.wikimedia.org/wiki/Special:FilePath/QC_20090828-165742_PtIleOrleans.jpg?width=300"
"http://dbpedia.org/resource/Neak_Loeung_Bridge","Pont de Neak Luong","2.215",320.0,2015-01-01,"http://en.wikipedia.org/wiki/Neak_Loeung_Bridge",11.2761,105.279,"Le Pont Neak Luong, (Khmer:ស្ពានអ្នកលឿង, officiellement appelé pont Tsubasa) franchit le Mékong au Cambodge, environ 50 km en aval de Phnom Penh, qui n'a pas de pont, il permet la liaison avec le sud et le Viêt Nam. C'est le plus long pont du pays devant le Pont Kaoh Kong.","http://commons.wikimedia.org/wiki/Special:FilePath/Neak_Loeung_Bridge_April_2015.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.27432",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.8435,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.145,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1881-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Gladesville_Bridge","Pont de Gladesville","0.5794",305.0,1964-01-01,"http://en.wikipedia.org/wiki/Gladesville_Bridge",-33.842,151.148,"Le pont de Gladesville est un pont en arc situé à (en), un quartier de Sydney en Australie, sur la Parramatta. Il est situé à quelques kilomètres en amont du célèbre pont de Sydney. Au moment de sa construction, entre 1959 et 1964, il était le plus long pont au monde à une seule arche et en béton. C'est le plus grand des trois ponts de la (en).","http://commons.wikimedia.org/wiki/Special:FilePath/GladesvilleBridge.jpg?width=300"
"http://dbpedia.org/resource/Lewiston–Queenston_Bridge","Pont Lewiston–Queenston","0.4858512",304.8,1962-01-01,"http://en.wikipedia.org/wiki/Lewiston–Queenston_Bridge",43.1531,-79.0445,"Le pont Lewiston–Queenston, nommé le pont Queenston-Lewiston au Canada, est un pont en arc qui traverse le gorge de la rivière Niagara un peu sud de l'escarpement du Niagara. Il fut officiellement inauguré le 1er novembre 1962. C'est un pont international entre la town (« commune ») de Lewiston dans l'État de New York aux États-Unis, et dans la province d'Ontario au Canada. Le pont relie l' à New York avec l'autoroute 405 en Ontario. Le pont Lewiston-Queenston est une copie du pont Rainbow entre les villes Niagara Falls, l'un à l'État de New York et l'autre à la province d'Ontario. Les pédestres n'est pas permis au pont, mais les taxis ont permis. Le pont manque les accélérées installations de dédouanement pour des voyageurs qui avaient des cartes ou pour traverser la frontière entre Canada et les États-Unis, mais il y a une voie NEXUS pour les voyages au Canada. Il y a des lumières sur des portiques qui indiquent la direction de la circulation puisque les voies sont réversibles. La vitesse est limitée à 15 m/h ou 24 km/h. La limite est affiché aux panels dans kilomètres et milles par heure à quelques places tout le long du pont. Un ensemble de deux drapeaux, Canada et États-Unis, se trouvent au milieu du pont à la côte sud.","http://commons.wikimedia.org/wiki/Special:FilePath/Lewiston-Queenston_Bridge.jpg?width=300"
"http://dbpedia.org/resource/Franjo_Tuđman_Bridge_(Dubrovnik)","Pont Franjo-Tuđman","0.518",304.5,2002-01-01,"http://en.wikipedia.org/wiki/Franjo_Tuđman_Bridge_(Dubrovnik)",42.6683,18.0794,"Le pont Franjo Tuđman, en croate : Most dr. Franje Tuđmana, est un pont à haubans situé près de Dubrovnik en Croatie. Son design a été conçu en 1989, mais sa construction a été stoppée en raison de la Guerre de Croatie. 
* Portail des ponts 
* Portail de la mer Adriatique 
* Portail de la Croatie","http://commons.wikimedia.org/wiki/Special:FilePath/Dubrovnik-bridge.jpg?width=300"
"http://dbpedia.org/resource/Most_SNP","Pont du soulèvement national slovaque","0.4308",303.0,1972-01-01,"http://en.wikipedia.org/wiki/Most_SNP",48.1384,17.1046,"Le Pont du soulèvement national slovaque (slovaque : Most Slovenského národného povstania), généralement désigné sous le nom de Most SNP, et appelé Nový Most (« Pont Neuf ») de 1993 à 2012, est un pont routier sur le Danube à Bratislava, la capitale de la Slovaquie. Le pont relie la vieille ville avec le quartier de Petržalka. C'est le seul pont au monde qui soit un membre de la Fédération des grandes tours du monde. C'est un pont à haubans asymétrique avec un pylône et une portée principale de 303 mètres. Sa construction en acier est suspendue avec des câbles d'acier, connectés aux deux piliers du côté de Petržalka. La longueur totale du pont est de 431,8 mètres, sa largeur de 21 mètres et son poids de 7 537 tonnes.","http://commons.wikimedia.org/wiki/Special:FilePath/Most_SNP,_Bratislava_(by_Pudelek).JPG?width=300"
"http://dbpedia.org/resource/Megyeri_Bridge","Pont de Megyer","1.862",300.0,2008-01-01,"http://en.wikipedia.org/wiki/Megyeri_Bridge",47.6072,19.0922,"Le pont de Megyer (en hongrois, Megyeri híd) est un pont de Budapest, en Hongrie.","http://commons.wikimedia.org/wiki/Special:FilePath/Megyeri_híd.jpg?width=300"
"http://dbpedia.org/resource/Orinoquia_Bridge","Pont Orinoquia","3.156",300.0,2006-01-01,"http://en.wikipedia.org/wiki/Orinoquia_Bridge",8.27333,-62.8839,"Le deuxième pont sur l'Orénoque, baptisé Pont Orinoquia ((es) Puente Orinoquia), se situe près de la ville de Ciudad Guayana dans l'État de Bolivar au Venezuela.","http://commons.wikimedia.org/wiki/Special:FilePath/2PuenteSobreElOrinoco.jpg?width=300"
"http://dbpedia.org/resource/Rio–Niterói_Bridge","Pont Rio-Niterói","13.29",300.0,1974-01-01,"http://en.wikipedia.org/wiki/Rio–Niterói_Bridge",-22.8712,-43.1534,"Le pont Rio-Niterói (officiellement pont Presidente Costa e Silva) est un ouvrage d'art situé dans l'État brésilien de Rio de Janeiro. Il traverse la baie de Guanabara","http://commons.wikimedia.org/wiki/Special:FilePath/Rio_Bridge.jpg?width=300"
"http://dbpedia.org/resource/Queensboro_Bridge","Pont de Queensboro","1.1350752",299.923,1909-01-01,"http://en.wikipedia.org/wiki/Queensboro_Bridge",40.757,-73.955,"Le pont de Queensboro relie deux arrondissements de la ville de New York, l’île de Manhattan et le Queens, sur l’île de Long Island, en traversant l’East River, tout en prenant appui sur la partie sud d'une petite île, Roosevelt Island, qu'il ne dessert pas.","http://commons.wikimedia.org/wiki/Special:FilePath/Queensboro_Bridge_from_Manhattan_side.jpg?width=300"
"http://dbpedia.org/resource/Hell_Gate_Bridge","Hell Gate Bridge","5.1816",298.094,1917-01-01,"http://en.wikipedia.org/wiki/Hell_Gate_Bridge",40.7824,-73.9217,"Le Hell Gate Bridge est un pont ferroviaire traversant l'East River à New York. D'une longueur de 310 m et constitué d'une arche en acier, ce pont relie le Queens à Randall's Island et Ward's Island. Ce pont est utilisé par diverses entreprises ferroviaires (Amtrak, Canadian Pacific, ...) ainsi que par le Metro-North Railroad. Le Hell Gate est parallèle au pont Robert F. Kennedy (Triborough Bridge). La conception du pont date du début du XXe siècle sous la conduite de Gustav Lindenthal. Les travaux ont été achevés le 30 septembre 1916. Il a été le plus long pont à arche en acier jusqu'en 1932, date de l'ouverture du pont de Bayonne.","http://commons.wikimedia.org/wiki/Special:FilePath/Hell_Gate_Bridge_by_Dave_Frieder.jpg?width=300"
"http://dbpedia.org/resource/Martin_Luther_King_Bridge_(St._Louis)","Martin Luther King Bridge","1.2219432",293.218,1951-01-01,"http://en.wikipedia.org/wiki/Martin_Luther_King_Bridge_(St._Louis)",38.6311,-90.1794,"Le Martin Luther King Bridge, anciennement Veterans Bridge, est un pont à poutres en porte-à-faux d'une longueur de 1 222 mètres. Il est situé sur le fleuve Mississippi et relie Saint-Louis dans le Missouri à East Saint Louis dans l'Illinois. Il est renommé d'après Martin Luther King en 1968.","http://commons.wikimedia.org/wiki/Special:FilePath/Martin_Luther_King_Bridge_from_Lacledes_Landing,_Sep_2012.jpg?width=300"
"http://dbpedia.org/resource/Rainbow_Bridge_(Niagara_Falls)","Rainbow Bridge (pont)","0.44196",292.608,1941-01-01,"http://en.wikipedia.org/wiki/Rainbow_Bridge_(Niagara_Falls)",43.0902,-79.0677,"Le pont Rainbow est situé à 1 500 mètres en aval des chutes du Niagara et relie Niagara Falls (Ontario, au Canada) à Niagara Falls (État de New York, aux États-Unis).","http://commons.wikimedia.org/wiki/Special:FilePath/RainbowBridge_NiagaraFalls.jpg?width=300"
"http://dbpedia.org/resource/Friendship_Bridge_(Brazil–Paraguay)","Pont international de l'Amitié","0.5524",290.0,1965-01-01,"http://en.wikipedia.org/wiki/Friendship_Bridge_(Brazil–Paraguay)",-25.5096,-54.6011,"Le pont international de l'Amitié est un ouvrage d'art à la frontière entre le Brésil et le Paraguay. Il relie la ville de Foz do Iguaçu, dans l'État brésilien du Paraná, à la ville paraguayenne de Ciudad del Este, en traversant le rio Paraná. Le pont a été ouvert au trafic en 1965. L'écartement de l'arche principale est de 290 m, alors que le pont mesure au total 552,4 m. Il est extrêmement important pour les économies des deux pays reliés. Une part importante des exportations et des importations du Paraguay y transite, ce qui occasionne des problèmes de trafic routier dans la région. Il sert également aux contrebandiers avec du matériel électronique comme des ordinateurs ou même des armes, depuis que leur vente est autorisée au Paraguay et interdite au Brésil.","http://commons.wikimedia.org/wiki/Special:FilePath/Ponte_da_amizade_-_Friendship_bridge-_Paraguay_(9623754507).jpg?width=300"
"http://dbpedia.org/resource/Farø_Bridges","Pont de Farø","1.596",290.0,1985-01-01,"http://en.wikipedia.org/wiki/Farø_Bridges",54.9508,11.9872,"Le pont de Farø est un pont du Danemark qui relie les îles de Falster et Seeland et qui passe au-dessus du détroit de Storstrøm. Il traverse aussi l'île de Farø qui est situé à mi-chemin des deux extrémités du pont. Un deuxième pont, de taille plus petite, relie les îles de Farø à Bogø, puis à Møn.","http://commons.wikimedia.org/wiki/Special:FilePath/Farø_Bridges_aerial_(from_west).jpg?width=300"
"http://dbpedia.org/resource/Farø_Bridges","Pont de Farø","1.726",290.0,1985-01-01,"http://en.wikipedia.org/wiki/Farø_Bridges",54.9508,11.9872,"Le pont de Farø est un pont du Danemark qui relie les îles de Falster et Seeland et qui passe au-dessus du détroit de Storstrøm. Il traverse aussi l'île de Farø qui est situé à mi-chemin des deux extrémités du pont. Un deuxième pont, de taille plus petite, relie les îles de Farø à Bogø, puis à Møn.","http://commons.wikimedia.org/wiki/Special:FilePath/Farø_Bridges_aerial_(from_west).jpg?width=300"
"http://dbpedia.org/resource/Story_Bridge","Story Bridge","0.777",282.0,1940-01-01,"http://en.wikipedia.org/wiki/Story_Bridge",-27.4635,153.036,"Le Story Bridge est un pont franchissant le fleuve Brisbane dans la ville du même nom au Queensland, en Australie. Il constitue un tronçon de la Bradfield Highway et relie les quartiers de Fortitude Valley et de Kangaroo Point. Avant l'ouverture du pont du port de Sydney en 1932, le gouvernement du Queensland a demandé à John Bradfield de concevoir un nouveau pont à Brisbane. Le pont porte le nom de","http://commons.wikimedia.org/wiki/Special:FilePath/BNE-StoryBridge-fromCityCat.jpg?width=300"
"http://dbpedia.org/resource/Wadi_el_Kuf_Bridge","Pont du Wadi al-Kuf","0.477",282.0,1972-01-01,"http://en.wikipedia.org/wiki/Wadi_el_Kuf_Bridge",32.6965,21.5656,"Le pont du Wadi al-Kuf (arabe formel: جسر وادي الكوف, jisr ouadi elkouf) est situé à 20 kilomètres à l'ouest de Bayda, en Libye. Il est le deuxième plus grand pont en Afrique. Il a été conçu par l’ingénieur civil italien Riccardo Morandi.","http://commons.wikimedia.org/wiki/Special:FilePath/Wadi_el_Kuf_Bridge_1970's.jpg?width=300"
"http://dbpedia.org/resource/Blue_Water_Bridge","Blue Water Bridge","1.8830544",281.026,1938-01-01,"http://en.wikipedia.org/wiki/Blue_Water_Bridge",42.9987,-82.4235,"Le Blue Water Bridge est un pont routier international à péage, au-dessus de la rivière Sainte-Claire qui marque une partie de la frontière entre le Canada et les États-Unis. Inauguré en 1938, doublé en 1997, il relie Point Edward sur la rive orientale, dans la province canadienne de l'Ontario et Port Huron sur la rive occidentale, dans l’État américain du Michigan, et permet la liaison entre l'autoroute 402, côté canadien et les routes fédérales 69 et 94, côté américain. Il est situé sur un des itinéraires terrestres les plus directs, via donc le territoire canadien, entre le Midwest américain et le nord-est américain.","http://commons.wikimedia.org/wiki/Special:FilePath/Bluewater_Bridge.JPG?width=300"
"http://dbpedia.org/resource/Blue_Water_Bridge","Blue Water Bridge","1.8830544",281.026,1997-01-01,"http://en.wikipedia.org/wiki/Blue_Water_Bridge",42.9987,-82.4235,"Le Blue Water Bridge est un pont routier international à péage, au-dessus de la rivière Sainte-Claire qui marque une partie de la frontière entre le Canada et les États-Unis. Inauguré en 1938, doublé en 1997, il relie Point Edward sur la rive orientale, dans la province canadienne de l'Ontario et Port Huron sur la rive occidentale, dans l’État américain du Michigan, et permet la liaison entre l'autoroute 402, côté canadien et les routes fédérales 69 et 94, côté américain. Il est situé sur un des itinéraires terrestres les plus directs, via donc le territoire canadien, entre le Midwest américain et le nord-est américain.","http://commons.wikimedia.org/wiki/Special:FilePath/Bluewater_Bridge.JPG?width=300"
"http://dbpedia.org/resource/Bras_de_la_Plaine_Bridge","Pont du Bras de la Plaine","0.305",280.0,2002-01-01,"http://en.wikipedia.org/wiki/Bras_de_la_Plaine_Bridge",-21.2764,55.4653,"Le pont du Bras de la Plaine, souvent appelé pont de l'Entre-Deux, est un pont de l'île de La Réunion, un département et région d'outre-mer français dans l'océan Indien. D'une longueur totale de 305 mètres, cet ouvrage d'art d'une portée de 280 mètres inauguré le 18 décembre 2002 enjambe le Bras de la Plaine en amont de sa jonction avec le Bras de Cilaos pour former la Rivière Saint-Étienne et il franchit ce faisant la frontière communale entre L'Entre-Deux à l'ouest et Saint-Pierre à l'est.","http://commons.wikimedia.org/wiki/Special:FilePath/Pont-du-Bras-de-la-Plaine-2.JPG?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1928-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.8344,-82.1475,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1969-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.8344,-82.1475,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1928-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.8344,-82.1411,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1969-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.8344,-82.1411,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1928-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.845,-82.1475,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1969-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.845,-82.1475,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1928-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.845,-82.1411,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
"http://dbpedia.org/resource/Silver_Bridge","Silver Bridge (Ohio et Virginie-Occidentale)","0.5986272",274.32,1969-01-01,"http://en.wikipedia.org/wiki/Silver_Bridge",38.845,-82.1411,"Le Silver Bridge, ainsi nommé pour sa peinture aluminium, est un ancien pont suspendu établi sur l'Ohio en 1928, effondré en 1967. Le pont reliait Point Pleasant (Virginie-Occidentale) à Gallipolis (Ohio). Il était parallèle au pont de chemin de fer encore existant, (en).","http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Bridge,_1928.jpg?width=300"
