volcano;name;wiki;elevation;lat;lon;abstract;photo;eruption_date;eruption_year
http://dbpedia.org/resource/Kao_(island);Kao (volcano);http://en.wikipedia.org/wiki/Kao_(island);1030;-19.67;-175.03;Kao est une île volcanique des Tonga, dans l'archipel de Ha'apai. Le sommet de son volcan, point culminant des Tonga, se trouve à 1 030 mètres d'altitude.;http://commons.wikimedia.org/wiki/Special:FilePath/Tofua_and_Kao_islands,_Tonga_1994-10-09.jpg?width=300;1847;1847
http://dbpedia.org/resource/Karymsky_(volcano);Karymsky;http://en.wikipedia.org/wiki/Karymsky_(volcano);1536;54.0478;159.442;Le Karymski, en russe Karymskaïa sopka, Карымская сопка, est un volcan de la péninsule du Kamtchatka, en Russie. C'est l'un des volcans les plus actifs de cette région de Russie avec des dizaines d'éruptions depuis le début du XXe siècle.;http://commons.wikimedia.org/wiki/Special:FilePath/Akademia_nauk.jpg?width=300;2001;2001
http://dbpedia.org/resource/Kelud;Kelud;http://en.wikipedia.org/wiki/Kelud;1731;-7.93;112.308;Le volcan Kelud est un stratovolcan actif situé dans l'est de l'île de Java, en Indonésie. Haut de 1 731 mètres, il est proche de plusieurs villes importantes, Blitar, Kediri et Malang, ce qui en fait l'un des plus dangereux au monde.;http://commons.wikimedia.org/wiki/Special:FilePath/Kelut.jpg?width=300;2014;2014
http://dbpedia.org/resource/Khodutka;Khodutka;http://en.wikipedia.org/wiki/Khodutka;2039;52.0625;157.71;Le Khodoutka (en russe : Ходутка), également connu sous le nom de Khodoutkinskie Gory (en russe : Ходуткинские Горы), est un stratovolcan situé au sud de la péninsule du Kamtchatka, à l'est de la Russie. Le Khodoutka est situé à l'intérieur du territoire du parc naturel du Kamtchatka du Sud, classé au Patrimoine mondial par l'Unesco au titre du site « Volcans du Kamtchatka ». Le Khodoutka s'est formé à partir d'un autre stratovolcan, le Priemych, entre la fin du Pléistocène et le début de l'Holocène. Vers 800 av. J.-C., une éruption — accompagnée par de petites coulées pyroclastiques et l'apparition ultérieure de coulées de lave et de dômes — s'est soldée par le dépôt de téphras tout au long du Kamtchatka du sud et par la formation d'un double maar (Khodutkinsky maar) sur le versant ouest-nord-ouest du Khodoutka. Le Khodoutka est l'un des volcans qui entourent la ville de Petropavlovsk-Kamchatsky, l'une des plus anciennes villes de l'Extrême-Orient russe et la principale ville du kraï du Kamtchatka.;http://commons.wikimedia.org/wiki/Special:FilePath/Khodutka_on_kamchatka_peninsula.jpg?width=300;vers 300 AEC;-300
http://dbpedia.org/resource/Kizimen;Kizimen;http://en.wikipedia.org/wiki/Kizimen;2376;55.1308;160.32;Le Kizimen, en russe : Кизимен, est un volcan de Russie situé dans le Kamtchatka.;http://commons.wikimedia.org/wiki/Special:FilePath/Kizimen_Volcano_Russia_Jan_6_2011.jpg?width=300;2010;2010
http://dbpedia.org/resource/Klyuchevskaya_Sopka;Klyuchevskaya Sopka;http://en.wikipedia.org/wiki/Klyuchevskaya_Sopka;4754;56.056;160.644;"Le Klioutchevskoï (en russe : Ключевской Вулкан), aussi appelé Klioutchevskaïa Sopka (en russe : Ключевская сопка) est le plus haut sommet et le volcan le plus actif de la péninsule du Kamtchatka, en Russie. Il est également le point culminant de la Sibérie, devançant le mont Béloukha (dans l'Altaï). C'est un stratovolcan basaltique de 4 750 mètres à 4 835 mètres d'altitude né il y a environ 6 000 ans. Il fait partie de la ceinture de feu du Pacifique. Au large du Kamtchatka, une fosse océanique de 10 500 mètres de profondeur et des séismes témoignent de la subduction, à la vitesse de 10 cm/an, de la plaque pacifique sous la plaque eurasienne ; comme tous les volcans de la péninsule du Kamtchatka, le Klioutchevskoï est donc un volcan de subduction. Il a été classé, avec les autres volcans du Kamtchatka, au patrimoine mondial par l'UNESCO depuis 1996 (révisé en 2001).";http://commons.wikimedia.org/wiki/Special:FilePath/Ključevskaja_za_východu_slunce.jpg?width=300;2021;2021
http://dbpedia.org/resource/Koryaksky;Koryaksky;http://en.wikipedia.org/wiki/Koryaksky;3456;53.3208;158.712;Le Koriakski, appelé également la Koriaka , Koriakskaïa sopka, Strelochnaïa sopka ou encore Strelochnaïa, en russe Корякская сопка, est un volcan de Russie situé dans le sud de la péninsule du Kamtchatka, dans le kraï de même nom.;http://commons.wikimedia.org/wiki/Special:FilePath/Petropavlovsk_Kamcatskij_Volcan_Koriacky_in_background.jpg?width=300;2008;2008
http://dbpedia.org/resource/Krasheninnikov_(volcano);Krasheninnikov;http://en.wikipedia.org/wiki/Krasheninnikov_(volcano);1856;54.5933;160.273;Le Kracheninnikov, en russe : Крашенинников, est composé de deux stratovolcans superposés à l'intérieur d'une vaste caldeira située dans la partie orientale de la péninsule du Kamtchatka, à l'est de la Russie. Il a été nommé en l'honneur de l'explorateur russe Stepan Kracheninnikov (1711-1755), membre de la grande expédition du Nord (1737-1741). Il est situé à deux kilomètres au sud du lac Kronotski.;http://commons.wikimedia.org/wiki/Special:FilePath/Krasheninnikov_Volcano.JPG?width=300;1550;1550
http://dbpedia.org/resource/Kronotsky;Kronotsky;http://en.wikipedia.org/wiki/Kronotsky;3482;54.7533;160.527;Le Kronotski, en russe : Кроноцкая сопка, ISO 9 : Kronotskaïa sopka, est un volcan situé en Russie, dans la péninsule du Kamtchatka. Ses pentes extrêmement régulières lui confèrent une forme peu rencontrée de cône symétrique, seuls le mont Fuji au Japon ou le Mayon aux Philippines ayant un profil comparable.;http://commons.wikimedia.org/wiki/Special:FilePath/Kronotsky_volcano.jpg?width=300;février 1923;1923
http://dbpedia.org/resource/Ksudach;Ksudach;http://en.wikipedia.org/wiki/Ksudach;1079;51.8;157.53;Le Ksoudatch (en russe : Ксудач), également connu sous le nom de Vonyuchy Khrebet) est un stratovolcan situé au sud de la péninsule du Kamtchatka, dans l'Extrême-Orient russe. Sa dernière éruption, en 1907, est l'une des plus importantes observées au Kamtchatka. Le Ksoudatch est situé sur le territoire du parc naturel du Kamtchatka du Sud, l'un des six sites classés en 1996 au Patrimoine mondial de l'Unesco sous le titre de « Volcans du Kamtchatka ». Le sommet du Ksoudatch est composé de deux caldeiras qui se chevauchent. Deux lacs de cratère, le lac Balshoe et le lac Kraternoe, se sont formés à l'intérieur de ces caldeiras. Ces lacs, avec les sources d'eau chaude et la nature environnante, font du Ksoudatch une destination prisée pour les amateurs de trekking. Dans l'éventualité d'une nouvelle éruption, son éloignement minimise son danger pour l'homme.;http://commons.wikimedia.org/wiki/Special:FilePath/KsudachVolcano_ISS009-E-16836.jpg?width=300;mars 1907;1907
http://dbpedia.org/resource/Malinche_(volcano);La Malinche;http://en.wikipedia.org/wiki/Malinche_(volcano);4461;19.2308;-98.0319;La Malinche, Malinzin ou Matlalcueyetl est un volcan endormi du Mexique culminant à 4 420, 4 461 ou 4 462 mètres d'altitude. Il fait partie de la cordillère néovolcanique, aussi connue sous le nom de cordillère d'Anahuac.;http://commons.wikimedia.org/wiki/Special:FilePath/Malinche.jpg?width=300;vers 1170 AEC;-1170
http://dbpedia.org/resource/La_Yeguada;La Yeguada;http://en.wikipedia.org/wiki/La_Yeguada;1297;8.47;-80.82;"La Yeguada est un stratovolcan du Panama. 
";http://commons.wikimedia.org/wiki/Special:FilePath/La_yeguada.jpg?width=300;au Pléistocène;-2580000
http://dbpedia.org/resource/Lanín;Lanín;http://en.wikipedia.org/wiki/Lanín;3776;-39.6328;-71.4997;Le volcan Lanín est un stratovolcan situé à la frontière entre le Chili et l'Argentine ayant une altitude de 3 747 mètres. Il fut découvert en 1782 par Basilio Villarino.;http://commons.wikimedia.org/wiki/Special:FilePath/Lanín_1.JPG?width=300;vers l'an 560 environ;560
http://dbpedia.org/resource/Lascar_(volcano);Lascar;http://en.wikipedia.org/wiki/Lascar_(volcano);5592;-23.3667;-67.7333;Le Láscar est un volcan du Chili situé dans le nord du pays, dans les Andes. Considéré comme étant le volcan le plus actif de cette région du Chili, il est entouré par d'autres volcans comme l'Aguas Calientes, le Chiliques et l'Acamarachi.;http://commons.wikimedia.org/wiki/Special:FilePath/Lascar_2.jpg?width=300;2015;2015
http://dbpedia.org/resource/Lastarria;Lastarria;http://en.wikipedia.org/wiki/Lastarria;5706;-25.1667;-68.5167;Le Lastarria, aussi appelé Cerro de Azufre ou en espagnol : Volcán de Atacama, est un volcan situé à la frontière entre l'Argentine et le Chili. Il se présente sous la forme d'un stratovolcan allongé culminant à 5 697 mètres d'altitude et présentant à son sommet cinq cratères et un dôme de lave. Son activité actuelle est représentée par des fumerolles émises depuis son sommet et son flanc nord-ouest. Le nom de Lastarria a été donné à ce volcan en l'honneur de l'homme politique chilien José Victorino Lastarria (1817-1888).;http://commons.wikimedia.org/wiki/Special:FilePath/Casualidad_C_10.jpg?width=300;il y a environ 2460 ans;-439
http://dbpedia.org/resource/Lautaro_(volcano);Lautaro;http://en.wikipedia.org/wiki/Lautaro_(volcano);3623;-49.0197;-73.5035;Le Lautaro est un volcan du Chili qui se présente sous la forme d'un stratovolcan couvert de glaciers et émergeant au-dessus du champ de glace Sud de Patagonie. Un cratère est situé juste en contrebas de son sommet qui culmine à 3 607 mètres d'altitude. Sa dernière éruption s'est produite le 8 mars 1979. Il est le volcan le plus septentrional de la zone volcanique australe des Andes.;http://commons.wikimedia.org/wiki/Special:FilePath/Southern_Patagonian_Ice_Field.jpg?width=300;mars 1979;1979
http://dbpedia.org/resource/Licancabur;Licancabur;http://en.wikipedia.org/wiki/Licancabur;5916;-22.8339;-67.8836;Le Licancabur est un stratovolcan andin, situé à la frontière entre la Bolivie et le Chili.;http://commons.wikimedia.org/wiki/Special:FilePath/Licancabur_volcano_summit_chile_ii_region.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Llaima;Llaima;http://en.wikipedia.org/wiki/Llaima;3240;-38.6958;-71.7317;"Le mont Llaima est un volcan situé dans la région d'Araucanie, au Chili. De forme conique relativement régulière et symétrique, il est classé dans la catégorie des stratovolcans. Il s'élève à une altitude de 3 125 mètres. Il est situé dans la zone de précordillère de La Frontera. Le Llaima est considéré comme l'un des volcans les plus actifs du pays et de l'Amérique du sud. Son activité est attestée depuis le XVIIe siècle et consiste en des séries distinctes d'explosions de puissance modérée, parfois accompagnées de coulées de lave. Il a compté pas moins de 23 épisodes d'activité volcanique pendant le XXe siècle, dont le dernier important a lieu en 1994. Le 1er janvier 2008, il entre en éruption à 18 h 20 (heure locale) ; il s'agit de sa première éruption du XXIe siècle. Le mont Llaima est situé à l'intérieur du parc national Conguillío, célèbre pour ses bois d'araucarias, lesquels encerclent les nombreuses scories présentes autour du cône volcanique. La beauté paysagère des environs du Llaima a contribué à développer le tourisme dans la zone. Sur son versant occidental se trouve la station de ski Las Araucarias.";http://commons.wikimedia.org/wiki/Special:FilePath/Llaima_Volcano.jpg?width=300;2008;2008
http://dbpedia.org/resource/Lonquimay_(volcano);Lonquimay;http://en.wikipedia.org/wiki/Lonquimay_(volcano);2865;-38.3767;-71.5833;Le volcan Lonquimay est un stratovolcan du Chili, situé au sein de la cordillère des Andes, dans la localité de Malalcahuello, commune de Lonquimay, province de Malleco de la région d'Araucanie, à plus de 650 km au sud de Santiago. Il existe deux accès pour grimper ce volcan. Le premier accès classique se fait par la station de ski du secteur de Corralco, el le deuxième en passant par la réserve privée de la lagune Blanche (Laguna Blanca).;http://commons.wikimedia.org/wiki/Special:FilePath/Lonquimay_Volcano.jpg?width=300;1988;1988
http://dbpedia.org/resource/Lopevi;Lopevi;http://en.wikipedia.org/wiki/Lopevi;1413;-16.5067;168.346;Lopevi est une île inhabitée dans la province de Malampa au Vanuatu, formée par le cône de sept kilomètres de diamètre du volcan du même nom, qui atteint une hauteur de 1 413 m. L’île, d’une superficie de 29 km2, est située à sept kilomètres à l’est de Paama. Lopevi a déjà été habitée, mais sa population a été déplacée vers Epi en raison du danger posé par le volcan.;http://commons.wikimedia.org/wiki/Special:FilePath/Paamamap.png?width=300;avril à mai 2007;2007
http://dbpedia.org/resource/Maderas;Maderas (volcano);http://en.wikipedia.org/wiki/Maderas;1394;11.446;-85.515;"Le Maderas est le plus petit des deux stratovolcans qui constituent l'île d'Ometepe, située dans le lac Nicaragua au Nicaragua. Il culmine à 1 394 m d'altitude. À la différence du Concepción, l'autre volcan de l'île, le Maderas n'a pas eu d'activité historique. Son cratère, près du sommet, contient un petit lac d'eau douce de 400 × 150 m qui, en raison de l'humidité du terrain, se caractérise par des berges marécageuses et représente, avec la cascade de San Ramón, l'une des principales attractions du volcan. Les deux volcans appartiennent à la ceinture de feu du Pacifique, qui traverse la majeure partie de l'Amérique centrale. Le site est l'une des 78 zones protégées au Nicaragua. 
";http://commons.wikimedia.org/wiki/Special:FilePath/Maderas_seen_from_the_South_by_ET.JPG?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Maipo_(volcano);Maipo;http://en.wikipedia.org/wiki/Maipo_(volcano);5264;-34.161;-69.833;"Le Maipo (du mapudungun : maipún = « cultiver la terre ») est un stratovolcan à la frontière entre l'Argentine et le Chili. Culminant à 5 264 mètres d'altitude, il est situé dans les hautes Andes. Au Chili, à l'ouest, le volcan est situé dans la région métropolitaine de Santiago, province de Cordillera, commune de San José de Maipo. En Argentine, à l'est, il se trouve dans la province de Mendoza, département de San Carlos. Sur le versant occidental du volcan naît le Río Maipo ; sur le versant oriental naît le río Diamante. Le volcan s'est développé sur la caldeira du Diamante. Il a surgi au Pléistocène. Dans les registres historiques on fait mention de, apparemment du moins, quatre éruptions, survenues entre 1822 et 1941, qui correspondent à des explosions stromboliennes. Un flux de matériel magmatique, en 1826, aurait bloqué la voie orientale d'écoulement des neiges et glaces fondues du volcan, créant ainsi la laguna del Diamante. Il est toujours considéré comme actif, sa dernière grosse éruption ayant eu lieu en 1908.";http://commons.wikimedia.org/wiki/Special:FilePath/Volcan_Maipo_et_sa_Lagune.JPG?width=300;1912;1912
http://dbpedia.org/resource/Malinao_Volcano;Malinao Volcano;http://en.wikipedia.org/wiki/Malinao_Volcano;1548;13.4161;123.608;Le Malinao est un volcan des Philippines situé sur l'île de Luçon et culminant à 1 548 mètres d'altitude.;http://commons.wikimedia.org/wiki/Special:FilePath/Mount_Malinao.jpg?width=300;1980;1980
http://dbpedia.org/resource/Mallahle;Mallahle;http://en.wikipedia.org/wiki/Mallahle;1875;13.27;41.65;Le Mallahle, aussi appelé Mallali, Sorc-Ali ou Sorc-Alli, est un volcan d'Éthiopie situé non loin de la frontière avec l’Érythrée. Il se présente sous la forme d'un stratovolcan couronné par une caldeira de six kilomètres de diamètre. Il est couvert de coulées de lave rhyolitiques et basaltiques et sa dernière éruption s'est produite à une date inconnue.;http://commons.wikimedia.org/wiki/Special:FilePath/Nabro_and_Mallahle_Volcanoes-NASA.jpg?width=300;probablement durant l'Holocène;-12000
http://dbpedia.org/resource/Maly_Semyachik;Maly Semyachik;http://en.wikipedia.org/wiki/Maly_Semyachik;1527;54.13;159.67;Le Maly Semiatchik ou Petit Semiatchik, en russe : Малый Семячик, est un complexe volcanique situé à l'est de la péninsule du Kamchatka, dans l'Extrême-Orient russe. Ce complexe est situé à l'intérieur d'une caldeira de 10 km de diamètre, qui se trouve elle-même à l'intérieur de la caldeira Stena-Soboliny (15 × 20 km), dont la formation remonte au milieu du Pléistocène. Il est composé de trois stratovolcans imbriqués qui sont apparus sur une distance de 3 km, le long d'une ligne nord-est—sud-ouest. Au nord-est, se trouve le Paléo-Semiatchik (point culminant de ce volcan), qui est le plus ancien et le plus érodé. Il est apparu environ 20 000 ans BP. Vers 11 000 ans BP apparaît le Méso-Semiatchik dont le cratère est aujourd'hui comblé. Au sud-ouest, le Céno-Semiatchik (en russe Tseno-Semyachik) qui est le volcan actif a commencé à se manifester près de 8 000 ans BP. Le Céno-Semiatchik possède a son sommet un lac de cratère acide qui s'est formé dans la cratère Troitsky, qui s'est formé pendant une importante éruption explosive du Céno-Semiatchik il y a environ 400 ans. Le niveau du lac se situe vers 1 280 m d'altitude mais son niveau évolue selon les années. La profondeur moyenne du lac est de 140 m et son diamètre est d'environ 500 m (le diamètre du cratère est de 860 m au niveau de sa ligne de crête). La température de l'eau varie entre 30 °C et 40 °C. La coloration de l'eau du lac est due une haute concentration de acides sulfuriques, fluorhydriques, salins et d'autres produits chimiques.;http://commons.wikimedia.org/wiki/Special:FilePath/Вулкан_Малый_Семянчик_2_(Камчатка).jpg?width=300;décembre 1952;1952
http://dbpedia.org/resource/Marmolejo;Marmolejo;http://en.wikipedia.org/wiki/Marmolejo;6108;-33.734;-69.878;Le Marmolejo est un sommet volcanique des Andes, à la frontière entre l'Argentine et le Chili. Il culmine à 6 108 mètres d'altitude. Il s'agit d'un stratovolcan du Pléistocène, situé juste au nord du volcan actif San José. Il a la particularité d'être le sommet de plus de 6 000 mètres le plus méridional du monde.;http://commons.wikimedia.org/wiki/Special:FilePath/Marmolejo_summit_cone_on_the_edge_of_collapsed_caldera_close_up_chile_rm.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Melimoyu;Melimoyu;http://en.wikipedia.org/wiki/Melimoyu;2400;-44.0758;-72.86;Le Melimoyu, également appelé Melimoto ou encore Melimoya, en espagnol Cerro Melimoyu ou Monte Melimoyu, est un volcan du Chili situé dans la cordillère des Andes.;http://commons.wikimedia.org/wiki/Special:FilePath/Melimoyu.jpg?width=300;vers l'an 200 environ;200
http://dbpedia.org/resource/Michinmahuida;Michinmahuida;http://en.wikipedia.org/wiki/Michinmahuida;2450;-42.7992;-72.4458;Le Michinmahuida (orthographes alternatives Minchinmávida et Michimahuida) est un stratovolcan du sud du Chili. Il est situé dans la région des Lacs et la province de Palena, à l'extrême nord de la Patagonie chilienne. Le volcan est situé à la bordure méridionale du parc de Pumalín. La ville la plus proche est la capitale provinciale Chaitén, située environ 25 km au sud-ouest. Le sommet est formé d'une petite caldeira de 3 km de diamètre recouverte d'un glacier. Le volcan n'a pas montré de signes d'activité depuis le passage de Darwin, qui l'observa en éruption en 1834. Une éruption avait auparavant eu lieu en 1742.;http://commons.wikimedia.org/wiki/Special:FilePath/The-glaciated-michinmavida-volcano-lies-directly-behind-chaiten-in-eruption.jpg?width=300;février à mars 1835;1835
http://dbpedia.org/resource/Miravalles_Volcano;Miravalles Volcano;http://en.wikipedia.org/wiki/Miravalles_Volcano;2028;10.7483;-85.1528;Le Miravalles est un stratovolcan du Costa Rica. Son nom original était « volcan de Cuipilapa », mais il a été rebaptisé Miravalles, du nom de la hacienda appartenant à l'argentin Crisanto Medina.;http://commons.wikimedia.org/wiki/Special:FilePath/Miravalles_volcano.jpg?width=300;septembre 1946;1946
http://dbpedia.org/resource/Misti;Misti;http://en.wikipedia.org/wiki/Misti;5822;-16.2944;-71.4089;Le Misti ou El Misti est un volcan du tronçon central de la cordillère des Andes au Pérou. Également connu sous le nom de Putina ou Guagua Putina ou San Francisco, c'est un stratovolcan d'andésite, de dacite et de rhyolite situé dans le Sud du pays près de la ville d'Arequipa dans le département péruvien éponyme. Avec son cône symétrique enneigé en saison, le Misti s'élève à 5 822 ou 5 825 m d'altitude et se trouve à peu près équidistant des volcans Chachani (6 075 m) au nord-ouest et Pichu Pichu (5 669 m) au sud-est. Sa dernière éruption remonte à 1985, 198 ans après sa précédente éruption documentée.;http://commons.wikimedia.org/wiki/Special:FilePath/Volcan_Misti.JPG?width=300;1985;1985
http://dbpedia.org/resource/Mojanda;Mojanda;http://en.wikipedia.org/wiki/Mojanda;4263;0.13;-78.27;Le Mojanda est un complexe volcanique d'Équateur composé de deux stratovolcans imbriqués.;http://commons.wikimedia.org/wiki/Special:FilePath/Mojanda.jpg?width=300;au Pléistocène;-2580000
http://dbpedia.org/resource/Momotombo;Momotombo;http://en.wikipedia.org/wiki/Momotombo;1297;12.422;-86.54;Le Momotombo est un volcan de type stratovolcan situé à proximité de la ville de León au Nicaragua sur la rive du lac de Managua. Il s'élève à 1 297 mètres d'altitude. C'est un volcan relativement jeune d'environ 4 500 ans aux éruptions stromboliennes.;http://commons.wikimedia.org/wiki/Special:FilePath/Momotombo.jpg?width=300;2016;2016
http://dbpedia.org/resource/Mont_Ross;Mont Ross;http://en.wikipedia.org/wiki/Mont_Ross;1850;-49.5922;69.4958;Le mont Ross est un volcan, point culminant de l'archipel des Kerguelen et de son île principale, la Grande Terre, dans le sud de l'océan Indien, avec 1 850 mètres d'altitude.;http://commons.wikimedia.org/wiki/Special:FilePath/Kerguelen_MontRoss.JPG?width=300;vers 101 AEC;-101
http://dbpedia.org/resource/Morne_Diablotins;Morne Diablotins;http://en.wikipedia.org/wiki/Morne_Diablotins;1447;15.5033;-61.3972;Le morne Diablotins est un volcan de la Dominique, point culminant du pays avec 1 447 mètres d'altitude. C'est le deuxième plus haut sommet des Petites Antilles après la Soufrière en Guadeloupe. Le Morne Diablotins est situé dans le nord de l'île, à environ 20 kilomètres au nord de la capitale, Roseau et à 10 kilomètres au sud-est de Portsmouth. Le volcan est situé dans le parc national Morne Diablotins. La dernière éruption du volcan date d'environ 30 000 ans.;http://commons.wikimedia.org/wiki/Special:FilePath/Morne_Diablotins.jpg?width=300;il y a environ 30000 ans;-27979
http://dbpedia.org/resource/Mount_Adatara;Mount Adatara;http://en.wikipedia.org/wiki/Mount_Adatara;1728;37.6442;140.286;Le mont Adatara (安達太良山, Adatara-yama) est un volcan complexe du Japon situé dans la préfecture de Fukushima, sur l'île de Honshū. Son point culminant est le mont Minowa à 1 728 mètres d'altitude. Sa faune et sa flore sont protégées par le gouvernement japonais du fait de son intégration au parc national de Bandai-Asahi depuis 1950. Dans ses immédiats environs, l'activité touristique se développe grâce à l'exploitation de trois stations de sports d'hiver et de nombreuses stations thermales. Il est inscrit sur la liste des 100 montagnes célèbres du Japon.;http://commons.wikimedia.org/wiki/Special:FilePath/Mount_Adatara.JPG?width=300;1900;1900
http://dbpedia.org/resource/Mount_Agung;Mount Agung;http://en.wikipedia.org/wiki/Mount_Agung;3031;-8.34083;115.503;L'Agung ou mont Agung, en balinais : ᬕᬸᬦᬸᬂ ᬆᬕᬸᬂ, en indonésien Gunung Agung, littéralement en français « montagne suprême » ou « montagne sacrée », est un volcan d'Indonésie situé sur l'île de Bali dont il constitue le point culminant avec 2 995, 3 031 ou 3 142 mètres d'altitude. Stratovolcan conique aux pentes régulières et escarpées, il est couronné par un cratère. Pour les Balinais hindouistes, il est considéré comme le fils du Semeru de Java qui est lui-même le fils du mont Meru de l'hindouisme.;http://commons.wikimedia.org/wiki/Special:FilePath/Agung_usgs.jpg?width=300;2019;2019
http://dbpedia.org/resource/Mount_Akagi;Mount Akagi;http://en.wikipedia.org/wiki/Mount_Akagi;1828;36.5572;139.196;Le mont Akagi (赤城山, Akagi-san) est un volcan complexe situé à cheval sur plusieurs municipalités de la préfecture de Gunma, sur l'île de Honshū, au Japon. Son sommet culminant à 1 828 mètres d'altitude le désigne comme la plus haute montagne de la préfecture. Destination touristique populaire, été comme hiver, il est inscrit sur la liste des 100 montagnes célèbres du Japon.;http://commons.wikimedia.org/wiki/Special:FilePath/MountAkagi.jpg?width=300;peut-être en 1251;1251
http://dbpedia.org/resource/Mount_Akita-Komagatake;Mount Akita-Komagatake;http://en.wikipedia.org/wiki/Mount_Akita-Komagatake;1637;39.761;140.799;L'Akita-Komagatake (秋田駒ヶ岳) est un stratovolcan situé à 10 km à l'ouest du lac Tazawa, près de la limite entre les préfectures d'Akita et Iwate sur l'île de Honshū au Japon. La dernière éruption du volcan s'est produite le 18 septembre 1970 et a duré jusqu'au 25 janvier 1971. Culminant à 1 637 m d'altitude, c'est le plus haut sommet de la préfecture d'Akita et le deuxième plus élevé du parc national de Towada-Hachimantai.;http://commons.wikimedia.org/wiki/Special:FilePath/Akitakoma-take.JPG?width=300;1970;1970
http://dbpedia.org/resource/Mount_Amagi;Mount Amagi;http://en.wikipedia.org/wiki/Mount_Amagi;1406;34.8628;139.002;Le mont Amagi (天城山, Amagi-san) est un stratovolcan situé au centre de la Péninsule d'Izu de la préfecture de Shizuoka au Japon, formant la limite entre les villes d'Izu et Higashiizu. Il est également désigné comme la chaîne de montagnes Amagi (天城連山, Amagi Renzan).;http://commons.wikimedia.org/wiki/Special:FilePath/Mount_Amagi_20110919.jpg?width=300;il y a 0.2 millions d'années;-197979
http://dbpedia.org/resource/Mount_Apo;Mount Apo;http://en.wikipedia.org/wiki/Mount_Apo;2954;6.9875;125.271;Le mont Apo, sur l'île de Mindanao, est le point culminant des Philippines avec ses 2 954 mètres de hauteur. Situé à une trentaine de kilomètres de la ville de Davao, ce volcan a été gravi pour la première fois le 10 octobre 1880 par Don Joaquin Rajal. Le mont Apo est une destination courue aux Philippines car son ascension est relativement facile contrairement aux autres grandes montagnes des Philippines. Le 9 mai 1936, le mont Apo est devenu un parc national. En effet, la faune des environs du volcan est exceptionnelle, on compte 270 espèces d'oiseaux dont une centaine est endémique et le très protégé aigle des Philippines. Il y a quatre lacs principaux sur le mont Apo : le (The Blue Lake), le et deux autres vers les sommets herbeux : le et le .;http://commons.wikimedia.org/wiki/Special:FilePath/The_Ring_of_Mt._Apo.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Mount_Aragats;Mount Aragats;http://en.wikipedia.org/wiki/Mount_Aragats;4090;40.5333;44.2;L'Aragats, en arménien Արագած, en russe Арагац, aussi appelé mont Aragats, Alagey, Aragatz ou encore Aragey, est un volcan éteint d'Arménie. Avec 4 095 mètres d'altitude, il constitue le point culminant de l'Arménie et domine le haut-plateau arménien qui s'étend à ses pieds.;http://commons.wikimedia.org/wiki/Special:FilePath/Aragats_mountain,_Aragatsotn,_Armenia.jpg?width=300;date inconnue;-1000000000
http://dbpedia.org/resource/Asahi-dake;Mount Asahi;http://en.wikipedia.org/wiki/Asahi-dake;2290.9;43.65;142.85;Le mont Asahi (旭岳, Asahi-dake) est la plus haute montagne d'Hokkaidō au Japon. Elle fait partie du groupe volcanique Daisetsuzan et est située dans la partie septentrionale du parc national de Daisetsuzan. La montagne est très appréciée des randonneurs en été et on peut s'en rapprocher en empruntant un téléphérique depuis Asahidake Onsen. L'étang Sugatami est placé directement en dessous de la crête, il est célèbre pour ses réactions, la neige et les vapeurs s'échappant des bouches volcaniques.;http://commons.wikimedia.org/wiki/Special:FilePath/Daisetsuzan-asahidake.jpg?width=300;1739;1739
http://dbpedia.org/resource/Mount_Awu;Mount Awu;http://en.wikipedia.org/wiki/Mount_Awu;1320;3.66667;125.5;L'Awu, en indonésien Gunung Awu, est un volcan d'Indonésie situé sur Sangir. Culminant à 1 320 mètres d'altitude, sa dernière éruption remonte à 2004.;http://commons.wikimedia.org/wiki/Special:FilePath/Mount_Awu_Crater.jpg?width=300;juin à août 2004;2004
http://dbpedia.org/resource/Mount_Azuma-kofuji;Mount Azuma;http://en.wikipedia.org/wiki/Mount_Azuma-kofuji;1705;37.7222;140.264;Le mont Azuma-kofuji (吾妻小富士, Azuma-kofuji) est un stratovolcan du Japon situé dans la préfecture de Fukushima, dans la région du Tōhoku.;http://commons.wikimedia.org/wiki/Special:FilePath/Mount_Azuma-kofuji-1,_May_2007.JPG?width=300;décembre 1977;1977
http://dbpedia.org/resource/Mount_Balbi;Mount Balbi;http://en.wikipedia.org/wiki/Mount_Balbi;2715;-5.91417;154.982;Le mont Balbi est un stratovolcan de Bougainville en Papouasie-Nouvelle-Guinée. Il est situé à proximité du Bagana dans la .;http://commons.wikimedia.org/wiki/Special:FilePath/MtBalbiToreNASA.jpg?width=300;aucune pendant les temps historiques;-1000000000
